chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
,,88894,0,0,-1,1,0,3,2.0,1.5,0,Ross,2.0,106,False,,,59,88894.jpg,3.0,Barkley,1.2,False,,a,2,7,9,83830,2844,27266,681,0.3,1.5,Barkley,130,1,0,0,2,0,0,0,0,0,0,0,29,42.0,15.7,62.0,12.0,179,73,197,120,65,35,134,68,2.0,,,,,
,,199796,0,0,0,0,0,2,3.0,2.5,0,Matthew,3.0,496,False,,,50,199796.jpg,4.0,Cash,0.6,False,,a,2,7,12,24910,713,14866,250,0.6,2.4,Cash,259,0,0,2,2,0,0,0,1,0,0,0,69,72.4,58.9,18.0,14.9,101,32,64,14,193,55,100,25,,,,,,
,,178301,0,0,0,0,1,4,5.8,5.3,0,Ollie,5.8,514,False,,,60,178301.jpg,7.7,Watkins,4.1,False,,a,2,7,23,319097,10151,111892,2253,1.0,3.8,Watkins,270,3,1,2,2,0,0,0,0,0,0,2,80,126.6,61.1,141.0,32.8,25,8,58,4,23,15,24,12,,,,,,
100.0,100.0,110504,0,0,0,0,0,3,0.7,0.2,0,Bertrand,0.7,540,False,,2020-09-25T19:30:12.467719Z,60,110504.jpg,1.0,Traoré,0.0,False,,a,2,7,2,4986,74,2947,65,0.1,0.3,Traoré,9,0,0,0,0,0,0,0,0,0,0,0,7,2.4,0.8,28.0,3.2,349,159,317,155,147,77,298,135,,,,,,
,,232653,0,0,0,0,0,3,0.3,-0.2,0,Jacob,0.3,554,False,,,45,232653.jpg,1.0,Ramsey,0.0,False,,a,2,7,1,2280,176,816,52,0.1,0.2,Ramsey,13,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,478,186,468,187,435,167,483,186,,,,,,
0.0,0.0,20529,0,0,-1,1,0,4,0.0,0.0,0,Glenn,0.0,53,False,Joined Watford on loan until the end of the season on 1/9. - Expected back 01 Jul,2020-09-02T09:00:10.449975Z,49,20529.jpg,0.0,Murray,0.1,False,,n,3,36,0,3886,25,14241,172,0.0,0.0,Murray,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,497,48,489,51,464,52,501,52,,,,,,
100.0,100.0,39155,0,0,-2,2,0,3,1.5,1.0,0,Adam,1.0,54,False,,2020-09-14T21:30:11.145732Z,63,39155.jpg,1.2,Lallana,0.5,False,,a,3,36,5,6588,124,57738,365,0.2,0.8,Lallana,153,0,0,0,4,0,0,0,0,0,0,0,21,18.0,44.2,10.0,7.2,270,113,99,69,222,114,224,107,5.0,,,,,
,,60307,0,0,-2,2,0,3,1.0,0.5,0,Pascal,0.5,57,False,,,58,60307.jpg,1.0,Groß,0.1,False,,a,3,36,3,1280,16,7235,66,0.1,0.5,Groß,35,0,0,0,1,0,0,0,0,0,0,0,12,8.6,18.3,10.0,3.7,306,133,186,113,220,113,288,133,1.0,,2.0,,2.0,
0.0,0.0,61933,0,0,-1,1,0,2,0.0,0.0,0,Shane,0.0,58,False,Joined Celtic on loan until the end of the season on 2/9. - Expected back 01 Jul,2020-09-02T09:00:10.465117Z,44,61933.jpg,0.0,Duffy,0.1,False,,n,3,36,0,433,3,4264,29,0.0,0.0,Duffy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,410,157,393,156,350,139,415,157,,,,,,
75.0,75.0,66242,0,0,-1,1,0,3,0.4,0.0,0,Davy,0.0,59,False,Achilles injury - 75% chance of playing,2020-09-30T11:30:16.728611Z,49,66242.jpg,0.0,Pröpper,0.0,False,,d,3,36,0,493,3,4322,33,0.0,0.0,Pröpper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,505,199,497,200,474,185,509,199,,,,,,
0.0,0.0,74471,0,0,0,0,0,3,0.0,0.0,0,Aaron,0.0,60,False,Joined Shanghai SIPG on a permanent deal on 28/8,2020-08-29T10:00:06.731343Z,50,74471.jpg,0.0,Mooy,0.0,False,,u,3,36,0,9803,1,10847,5,0.0,0.0,Mooy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,528,210,523,211,508,202,532,210,,,,,,
,,78916,0,0,-1,1,0,2,0.7,0.2,0,Dan,0.2,61,False,,,44,78916.jpg,1.0,Burn,0.5,False,,a,3,36,1,3739,89,25751,240,0.0,0.2,Burn,32,0,0,0,0,0,0,0,0,0,0,0,4,2.8,1.8,0.0,0.5,343,127,290,102,353,141,348,128,,,,,,
,,83299,0,0,-1,1,0,2,1.7,1.2,0,Lewis,1.2,62,False,,,49,83299.jpg,1.5,Dunk,5.7,False,,a,3,36,6,59187,926,226615,2393,0.2,1.2,Dunk,360,0,0,1,10,1,0,0,1,0,0,1,61,53.4,6.0,10.0,7.0,149,61,258,79,217,68,226,72,,,1.0,,,
0.0,0.0,86153,0,0,0,0,0,2,0.0,0.0,0,Martín,0.0,63,False,Joined Real Betis on a permanent deal on 25/8,2020-08-25T16:00:07.591453Z,45,86153.jpg,0.0,Montoya,0.0,False,,u,3,36,0,122,4,766,9,0.0,0.0,Montoya,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,456,182,444,182,404,167,461,182,,,,,,
0.0,0.0,93284,0,0,-1,1,0,4,0.0,0.0,0,Florin,0.0,64,False,Knee injury - Unknown return date,2020-09-12T09:00:10.364918Z,49,93284.jpg,0.0,Andone,0.1,False,,i,3,36,0,10836,13,25729,106,0.0,0.0,Andone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,510,50,502,53,479,54,514,54,,,,,,
,,109345,0,0,0,0,0,3,4.5,4.0,0,Solomon,4.0,65,False,,,50,109345.jpg,4.5,March,1.0,False,,a,3,36,18,92293,1844,31795,912,0.8,3.6,March,347,1,1,1,10,0,0,0,0,0,0,1,81,101.6,78.1,94.0,27.4,48,19,39,30,40,21,37,18,2.0,,4.0,,,
,,110735,0,0,0,0,0,2,2.3,1.8,0,Adam,1.8,66,False,,,45,110735.jpg,2.0,Webster,2.1,False,,a,3,36,8,30222,408,75298,813,0.4,1.8,Webster,360,0,0,1,10,0,0,0,0,0,0,0,57,44.0,18.6,38.0,10.1,172,67,185,48,117,24,166,53,,,,,,
,,111478,0,0,-2,2,0,2,0.5,0.0,0,Joël,0.0,67,False,,,43,111478.jpg,0.0,Veltman,0.2,False,,a,3,36,0,3282,174,15191,137,0.0,0.0,Veltman,45,0,0,0,2,0,0,0,0,0,0,0,10,16.6,4.9,4.0,2.6,277,110,261,81,260,84,308,113,,,,,,
,,115382,0,0,1,-1,1,4,8.0,7.5,0,Neal,7.5,68,False,,,66,115382.jpg,8.0,Maupay,6.2,False,,a,3,36,32,435910,9339,158876,4453,1.1,4.8,Maupay,360,4,1,1,10,0,0,0,0,0,0,5,126,168.6,60.1,203.0,43.0,12,4,60,5,8,6,9,3,,,,,1.0,
,,116216,0,0,0,0,0,3,3.5,3.0,0,Leandro,3.0,69,False,,,60,116216.jpg,5.0,Trossard,2.4,False,,a,3,36,20,203994,2177,84571,1584,0.5,3.3,Trossard,360,1,2,1,10,0,0,0,1,0,0,1,58,68.8,106.9,90.0,26.4,112,42,23,14,43,23,41,20,3.0,,,,,
,,131897,0,0,0,0,0,1,2.3,1.8,0,Mathew,1.8,70,False,,,45,131897.jpg,2.0,Ryan,16.3,False,,a,3,36,8,308943,2636,369331,3548,0.4,1.8,Ryan,360,0,0,1,10,0,0,0,0,0,5,0,55,34.4,0.0,0.0,3.4,215,19,451,40,411,38,291,19,,,,,,
25.0,25.0,165210,0,0,-1,1,0,3,0.4,0.2,0,Alireza,1.0,71,False,Hamstring injury - 25% chance of playing,2020-09-30T21:00:17.370674Z,54,165210.jpg,1.7,Jahanbakhsh,0.0,False,,d,3,36,5,1049,2,2697,46,0.2,0.9,Jahanbakhsh,28,0,1,0,1,0,0,0,1,0,0,0,27,30.6,41.5,28.0,10.0,226,90,104,72,146,76,169,83,,,,,,
0.0,0.0,167473,0,0,0,0,0,3,0.0,0.0,0,José,0.0,72,False,Lack of match fitness - Unknown return date,2020-08-15T10:00:11.482611Z,55,167473.jpg,0.0,Izquierdo,0.0,False,,i,3,36,0,9761,4,9774,2,0.0,0.0,Izquierdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,549,221,551,222,548,219,552,221,,,,,,
0.0,0.0,178173,0,0,-1,1,0,2,0.0,0.0,0,Matthew,0.0,73,False,Joined Derby County on loan until the end of the season on 26/8. - Expected back 01 Jul,2020-08-26T10:30:05.746418Z,44,178173.jpg,0.0,Clarke,0.0,False,,n,3,36,0,169,3,427,9,0.0,0.0,Clarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,426,167,410,166,370,151,431,167,,,,,,
100.0,100.0,198869,0,0,0,0,0,2,2.0,1.5,0,Ben,1.5,74,False,,2020-09-14T21:30:11.221083Z,45,198869.jpg,1.8,White,1.4,False,,a,3,36,7,36669,429,54523,531,0.3,1.6,White,348,0,0,1,10,0,0,0,1,0,0,0,64,75.0,24.7,2.0,10.3,94,31,155,41,281,99,162,52,,,,,,
,,209362,0,0,0,0,0,2,0.5,0.0,0,Bernardo,0.0,75,False,,,40,209362.jpg,0.0,Fernandes da Silva Junior,9.0,False,,a,3,36,0,105718,1641,350324,3476,0.0,0.0,Bernardo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,380,137,364,137,316,115,385,137,,,,,,
100.0,100.0,227127,0,0,0,0,0,3,2.7,2.2,0,Yves,2.2,76,False,,2020-09-20T15:30:14.517426Z,45,227127.jpg,3.7,Bissouma,3.6,False,,a,3,36,11,145317,2386,187069,1553,0.5,2.4,Bissouma,268,1,0,1,7,0,0,0,0,1,0,2,49,55.8,16.0,22.0,9.1,143,53,195,119,168,90,181,87,,,,,,
75.0,75.0,232792,0,0,2,-2,0,2,1.9,1.5,0,Tariq,2.0,77,False,Hamstring injury - 75% chance of playing,2020-10-03T21:30:18.742679Z,47,232792.jpg,2.8,Lamptey,10.1,False,,d,3,36,11,741117,4060,227635,4268,0.4,2.3,Lamptey,282,0,3,0,8,0,0,0,1,0,0,0,64,56.6,45.8,43.0,14.6,140,55,92,19,99,17,104,28,,,,,,
75.0,75.0,233425,0,0,0,0,0,4,2.6,2.2,0,Aaron,3.0,78,False,Knock - 75% chance of playing,2020-10-15T13:30:16.459744Z,55,233425.jpg,3.2,Connolly,0.6,False,,d,3,36,13,48591,177,47652,1300,0.5,2.4,Connolly,272,1,0,1,7,0,0,0,0,0,0,2,33,39.0,24.0,67.0,12.9,197,25,161,22,57,22,122,21,,,,,,
,,235382,0,0,0,0,0,3,2.0,1.5,0,Steven,1.5,79,False,,,45,235382.jpg,2.0,Alzate,1.2,False,,a,3,36,8,109258,335,58339,972,0.3,1.8,Alzate,339,0,0,1,10,0,0,0,1,0,0,0,56,46.0,89.5,23.0,15.9,169,69,32,23,164,86,91,51,,,,,,
100.0,100.0,243016,0,0,-2,2,0,3,0.5,0.0,0,Alexis,0.0,80,False,,2020-09-24T00:00:15.701972Z,53,243016.jpg,0.0,Mac Allister,0.0,False,,a,3,36,0,419,3,2543,15,0.0,0.0,Mac Allister,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,542,219,539,220,531,213,546,219,4.0,,3.0,,,
50.0,50.0,108813,0,0,0,0,0,1,0.2,0.0,0,Christian,0.0,503,False,Ankle injury - 50% chance of playing,2020-09-12T09:00:11.155698Z,40,108813.jpg,0.0,Walton,1.2,False,,d,3,36,0,11528,339,38300,338,0.0,0.0,Walton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,375,32,359,11,309,9,380,32,,,,,,
,,49262,0,0,0,0,0,1,0.5,0.0,0,Jason,0.0,528,False,,,40,49262.jpg,0.0,Steele,0.7,False,,a,3,36,0,47886,823,13738,152,0.0,0.0,Steele,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,370,28,354,7,304,5,375,28,,,,,,
,,220738,0,0,0,0,0,3,0.5,0.0,0,Jayson,0.0,550,False,,,45,220738.jpg,0.0,Molumby,0.0,False,,a,3,36,0,682,22,249,13,0.0,0.0,Molumby,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,475,183,465,184,431,163,480,183,,,,,,
,,204676,0,0,0,0,0,4,1.8,1.3,0,Andi,0.0,574,False,,,50,204676.jpg,0.0,Zeqiri,0.0,False,,a,3,36,0,421,120,81,24,0.0,0.0,Zeqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,530,54,526,57,518,58,534,58,,,,,,
100.0,100.0,40845,0,0,-1,1,0,3,0.5,1.5,0,Dale,1.0,55,False,,2020-09-17T22:00:09.960386Z,44,40845.jpg,2.0,Stephens,8.4,False,,a,4,90,4,175582,3820,473517,4917,0.2,0.9,Stephens,157,0,0,0,3,0,0,0,0,0,0,0,22,19.8,6.6,21.0,4.8,262,108,255,138,175,95,266,126,,,,,,
100.0,100.0,17761,0,0,-1,1,0,2,-0.5,0.5,0,James,0.0,81,False,,2020-09-17T22:00:10.017429Z,54,17761.jpg,0.0,Tarkowski,2.9,False,,a,4,90,0,19204,338,213985,1214,0.0,0.0,Tarkowski,90,0,0,0,3,0,0,0,1,0,0,0,5,24.0,10.5,29.0,6.4,245,96,243,73,143,35,238,81,,,,,,
,,17997,0,0,0,0,0,2,-0.3,0.7,0,Phil,0.2,82,False,,,45,17997.jpg,0.3,Bardsley,0.5,False,,a,4,90,1,10121,44,18386,232,0.0,0.2,Bardsley,270,0,0,0,8,0,0,0,2,0,0,0,24,31.4,12.9,6.0,5.1,223,87,223,64,252,80,258,86,,,,,,
,,39487,0,0,-1,1,0,2,-1.0,0.0,0,Erik,-0.5,83,False,,,44,39487.jpg,-2.0,Pieters,0.7,False,,a,4,90,-2,17237,43,56108,567,-0.1,-0.5,Pieters,50,0,0,0,3,1,0,0,0,0,0,0,-3,0.0,0.7,17.0,1.7,402,154,318,118,194,56,329,122,,,,,,
0.0,0.0,40145,0,0,0,0,0,3,0.0,0.0,0,Jack,0.0,84,False,Ankle injury - Unknown return date,2020-08-15T10:00:11.504829Z,50,40145.jpg,0.0,Cork,0.0,False,,i,4,90,0,9815,5,10342,12,0.0,0.0,Cork,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,525,208,518,209,503,200,529,208,,,,,,
100.0,100.0,41674,0,0,0,0,0,2,0.3,1.3,0,Kevin,0.8,85,False,,2020-10-12T20:30:21.362818Z,45,41674.jpg,1.0,Long,0.2,False,,a,4,90,3,4874,47,6561,90,0.2,0.7,Long,270,0,0,0,8,0,0,0,0,0,0,0,33,54.0,10.7,14.0,7.9,148,60,239,72,203,62,209,63,,,,,,
75.0,75.0,44683,0,0,-1,1,0,4,-0.2,0.5,0,Jay,0.2,86,False,Ankle injury - 75% chance of playing,2020-09-24T00:00:15.736033Z,59,44683.jpg,1.0,Rodriguez,0.3,False,,d,4,90,1,6961,14,41821,320,0.0,0.2,Rodriguez,69,0,0,0,3,0,0,0,1,0,0,0,2,3.6,11.2,13.0,2.8,335,35,234,34,209,38,306,39,,,,,3.0,
100.0,100.0,44699,0,0,0,0,0,4,-0.3,0.7,0,Ashley,0.2,87,False,,2020-09-07T00:30:12.603985Z,60,44699.jpg,1.0,Barnes,0.1,False,,a,4,90,1,3080,101,6961,113,0.0,0.2,Barnes,76,0,0,0,3,0,0,0,1,0,0,0,1,1.2,27.2,30.0,5.8,356,42,144,18,141,35,247,33,,,,,1.0,
0.0,0.0,51927,0,0,-1,1,0,2,0.0,0.0,0,Ben,0.0,88,False,Thigh injury - Unknown return date,2020-09-07T00:30:12.617922Z,49,51927.jpg,0.0,Mee,0.2,False,,i,4,90,0,467,6,16677,121,0.0,0.0,Mee,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,500,196,492,196,468,187,504,196,,,,,,
,,60551,0,0,-1,1,0,3,2.5,3.5,0,Ashley,3.0,89,False,,,54,60551.jpg,4.0,Westwood,0.6,False,,a,4,90,12,6817,71,27761,386,0.6,2.2,Westwood,270,1,0,0,8,0,0,0,0,0,0,1,57,59.6,53.9,17.0,13.1,129,48,74,53,198,104,115,59,1.0,,4.0,,,
75.0,75.0,60586,0,0,-1,1,0,3,-0.2,0.5,0,Johann Berg,0.2,90,False,Groin Injury - 75% chance of playing,2020-10-15T09:00:16.194612Z,54,60586.jpg,1.0,Gudmundsson,0.0,False,,d,4,90,1,9946,0,13462,24,0.0,0.2,Gudmundsson,22,0,0,0,1,0,0,0,0,0,0,0,3,3.8,1.3,0.0,0.5,332,150,305,149,533,215,351,157,3.0,,3.0,,,
,,60689,0,0,-1,1,0,4,2.0,3.0,0,Chris,2.5,91,False,,,64,60689.jpg,3.3,Wood,1.6,False,,a,4,90,10,74739,166,118413,2101,0.4,1.6,Wood,270,1,0,0,8,0,0,0,0,0,0,0,28,39.6,5.3,102.0,14.6,193,24,260,38,38,18,105,20,,,,,1.0,
0.0,0.0,68983,0,0,-1,1,0,2,0.0,0.0,0,Matthew,0.0,92,False,Knee injury - Unknown return date,2020-09-30T20:00:20.120303Z,44,68983.jpg,0.0,Lowton,0.1,False,,i,4,90,0,1126,0,6189,125,0.0,0.0,Lowton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,411,158,394,157,351,140,416,158,,,,,,
,,81183,0,0,0,0,0,4,0.5,1.5,0,Matej,1.0,93,False,,,50,81183.jpg,1.3,Vydra,0.8,False,,a,4,90,4,52339,769,49532,1051,0.2,0.8,Vydra,123,0,0,0,2,0,0,0,0,0,0,0,12,8.6,27.1,65.0,10.1,305,31,145,19,62,23,168,27,,,,,,
0.0,0.0,83312,0,0,0,0,0,2,0.0,0.0,0,Ben,0.0,94,False,Joined Norwich City on loan until the end of the season on 4/9. - Expected back 01 Jul,2020-09-05T11:00:07.592134Z,40,83312.jpg,0.0,Gibson,0.2,False,,n,4,90,0,2641,17,10867,137,0.0,0.0,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,373,133,357,133,307,109,378,133,,,,,,
100.0,100.0,90517,0,0,0,0,0,3,-0.3,0.7,0,Robbie,0.2,95,False,,2020-09-20T21:00:10.350898Z,50,90517.jpg,1.0,Brady,0.0,False,,a,4,90,1,748,10,3109,24,0.0,0.2,Brady,39,0,0,0,1,0,0,0,0,0,0,0,4,7.2,0.3,17.0,2.5,315,140,337,165,196,103,311,138,4.0,,5.0,,,
,,98747,0,0,0,0,0,1,0.5,1.5,0,Nick,1.0,96,False,,,55,98747.jpg,1.3,Pope,12.4,False,,a,4,90,4,117752,1099,356948,5642,0.2,0.7,Pope,270,0,0,0,8,0,0,0,0,0,5,0,30,33.2,0.0,0.0,3.3,221,20,549,59,546,59,294,20,,,,,,
,,103914,0,0,0,0,0,2,1.0,2.0,0,Charlie,1.5,97,False,,,45,103914.jpg,2.0,Taylor,4.0,False,,a,4,90,6,121562,258,160352,1817,0.3,1.3,Taylor,270,0,1,0,8,0,0,0,0,0,0,0,45,44.4,35.6,9.0,8.9,171,66,114,26,224,70,187,57,,,,,,
,,172782,0,0,0,0,0,3,1.0,2.0,0,Josh,1.5,98,False,,,50,172782.jpg,2.0,Brownhill,0.0,False,,a,4,90,6,1627,10,1814,40,0.3,1.2,Brownhill,270,0,0,0,8,0,0,0,0,0,0,0,29,28.2,49.0,51.0,12.8,235,97,86,60,81,43,123,64,,,1.0,,,
75.0,75.0,220037,0,0,0,0,0,1,-0.4,0.4,0,Bailey,0.0,99,False,Hip injury - 75% chance of playing,2020-10-15T09:00:16.232697Z,40,220037.jpg,0.0,Peacock-Farrell,1.5,False,,d,4,90,0,30044,177,23118,526,0.0,0.0,Peacock-Farrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,384,35,368,14,321,12,389,35,,,,,,
,,433154,0,0,-1,1,0,3,1.5,2.5,0,Dwight,2.0,100,False,,,59,433154.jpg,2.7,McNeil,0.6,False,,a,4,90,8,13372,50,32797,453,0.3,1.4,McNeil,270,0,1,0,8,0,0,0,1,0,0,0,41,46.2,76.3,8.0,13.1,168,68,41,32,242,127,117,61,2.0,,2.0,,,
,,218023,0,0,0,0,0,2,1.5,2.5,0,Jimmy,2.0,519,False,,,40,218023.jpg,4.0,Dunne,8.5,False,,a,4,90,8,669519,5614,161705,3121,0.5,2.0,Dunne,180,1,0,0,5,0,0,0,0,0,0,0,35,66.2,21.2,38.0,12.6,116,41,174,46,116,23,125,38,,,,,,
,,461102,0,0,0,0,0,2,-0.5,0.5,0,Bobby,0.0,520,False,,,40,461102.jpg,0.0,Thomas,0.6,False,,a,4,90,0,17955,207,13338,207,0.0,0.0,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,390,145,373,144,329,126,395,145,,,,,,
,,217401,0,0,0,0,0,3,-0.5,0.5,0,Josh,0.0,535,False,,,45,217401.jpg,0.0,Benson,0.0,False,,a,4,90,0,1055,21,508,18,0.0,0.0,Benson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,473,181,463,182,428,161,478,181,,,,,,
,,195471,0,0,0,0,0,2,-0.5,0.5,0,Anthony,0.0,536,False,,,40,195471.jpg,0.0,Driscoll-Glennon,0.1,False,,a,4,90,0,1935,45,1066,27,0.0,0.0,Driscoll-Glennon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,379,136,363,136,315,114,384,136,,,,,,
,,195064,0,0,0,0,0,3,-0.5,0.5,0,Mace,0.0,551,False,,,45,195064.jpg,0.0,Goodridge,0.0,False,,a,4,90,0,219,11,94,3,0.0,0.0,Goodridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,468,179,458,180,422,158,473,179,,,,,,
,,20310,0,0,-1,1,0,1,0.2,0.7,0,Willy,0.2,101,False,,,49,20310.jpg,1.0,Caballero,0.3,False,,a,5,8,1,4016,66,12796,205,0.0,0.2,Caballero,90,0,0,0,3,0,0,0,0,0,0,0,7,4.2,0.0,0.0,0.4,328,24,488,46,463,45,354,24,,,,,,
,,41328,0,0,-1,1,0,2,2.5,3.0,1,César,2.5,102,False,,,59,41328.jpg,2.8,Azpilicueta,4.4,False,,a,5,8,11,39589,1258,256403,2477,0.4,1.9,Azpilicueta,230,0,1,1,3,0,0,0,1,0,0,0,48,55.4,37.2,33.0,12.6,144,58,109,23,132,31,127,39,,,,,,
,,44346,0,0,-2,2,0,4,0.2,0.7,0,Olivier,0.2,103,False,,,68,44346.jpg,1.0,Giroud,0.7,False,,a,5,8,1,9557,244,59392,793,0.0,0.1,Giroud,17,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.8,6.0,0.8,574,67,295,41,258,43,342,42,,,4.0,,,
,,82263,0,0,-1,1,0,2,0.0,0.5,0,Marcos,0.0,104,False,,,59,82263.jpg,0.7,Alonso,2.3,False,,a,5,8,2,31394,361,122187,2689,0.0,0.3,Alonso,225,0,0,0,6,0,0,0,1,0,0,0,36,37.0,28.1,20.0,8.5,206,80,139,35,179,47,195,59,,,2.0,,,
100.0,100.0,85955,0,0,2,-2,2,3,5.0,5.5,5,Jorge Luiz,5.0,105,False,,2020-09-14T21:30:11.281378Z,52,85955.jpg,8.0,Frello Filho,10.8,False,,a,5,8,32,791566,18138,292886,4185,1.0,6.2,Jorginho,342,3,2,1,6,0,0,1,0,0,0,4,115,170.6,62.1,76.0,30.9,11,7,55,39,48,26,28,13,,,,,1.0,
100.0,100.0,91651,0,0,0,0,0,3,1.0,1.5,0,Mateo,1.0,107,False,,2020-08-15T10:00:11.528964Z,55,91651.jpg,1.3,Kovacic,0.3,False,,a,5,8,4,18355,183,17724,620,0.2,0.7,Kovacic,130,0,0,0,5,0,0,0,0,0,0,0,22,8.4,10.9,1.0,2.0,310,136,238,132,297,144,324,144,,,,,,
,,102380,0,0,-3,3,0,2,0.0,0.5,0,Antonio,0.0,109,False,,,47,102380.jpg,0.0,Rüdiger,0.9,False,,a,5,8,0,14130,353,109603,1074,0.0,0.0,Rüdiger,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,485,189,475,189,444,178,489,189,,,,,,
,,103192,0,0,0,0,1,2,3.8,4.3,1,Kurt,3.8,110,False,,,50,103192.jpg,5.8,Zouma,4.1,False,,a,5,8,23,245020,5006,87576,4252,0.8,4.6,Zouma,360,2,0,1,6,0,0,0,0,0,0,1,92,145.0,3.3,74.0,22.3,17,3,274,90,49,4,55,9,,,,,,
,,109533,-1,1,-2,2,0,2,0.0,0.5,0,Emerson,0.0,111,False,,,48,109533.jpg,0.0,Palmieri dos Santos,0.2,False,,a,5,8,0,1947,49,7598,138,0.0,0.0,Emerson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,491,192,481,192,453,181,495,192,5.0,,3.0,,,
,,109745,0,0,-2,2,0,1,1.0,1.5,2,Kepa,1.0,112,False,,,48,109745.jpg,2.0,Arrizabalaga,1.2,False,,a,5,8,6,41819,480,120117,1076,0.2,1.2,Arrizabalaga,270,0,0,0,6,0,0,0,0,0,8,0,40,50.8,0.0,0.0,5.0,156,17,482,45,454,44,262,17,,,,,,
100.0,100.0,116594,0,0,-1,1,0,3,2.0,2.5,2,N'Golo,2.0,113,False,,2020-10-03T16:30:19.172004Z,49,116594.jpg,2.0,Kanté,3.5,False,,a,5,8,10,89288,1306,183537,3016,0.4,2.0,Kanté,442,0,0,1,9,0,0,0,1,0,0,0,74,73.4,22.0,11.0,10.7,99,39,169,102,214,109,153,78,,,,,,
100.0,100.0,124183,0,0,-1,1,0,3,0.2,0.7,1,Hakim,0.2,114,False,,2020-08-29T17:30:07.487245Z,79,124183.jpg,1.0,Ziyech,1.2,False,,a,5,8,1,48104,2808,112748,1305,0.0,0.1,Ziyech,18,0,0,0,1,0,0,0,0,0,0,0,4,2.8,15.4,0.0,1.8,345,155,200,121,575,234,327,145,,,,,,
,,135363,0,0,-1,1,0,2,-0.5,0.0,1,Andreas,-0.5,116,False,,,49,135363.jpg,0.0,Christensen,0.3,False,,a,5,8,0,6381,115,14372,195,-0.1,0.0,Christensen,315,0,0,0,9,0,0,0,1,1,0,0,41,70.0,4.1,20.0,9.5,107,36,267,85,178,46,174,55,,,,,,
100.0,100.0,165153,0,0,-2,2,1,4,5.5,6.0,16,Timo,5.5,117,False,,2020-09-15T00:00:14.393762Z,93,165153.jpg,5.4,Werner,20.3,False,,a,5,8,27,484439,36434,2213597,6559,0.6,2.9,Werner,449,2,2,1,8,0,0,0,0,0,0,3,99,115.8,57.0,231.0,40.4,30,9,68,7,6,4,13,6,,,,,,
