chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,gw,name,position
,,60307,0,0,-2,2,0,3,1.5,1.0,1,Pascal,1.0,57,False,,,58,60307.jpg,1.0,Groß,0.1,False,,a,3,36,4,1337,73,7510,341,0.2,0.7,Groß,43,0,0,0,1,0,0,0,0,0,0,0,16,11.6,33.0,10.0,5.5,307,132,135,87,238,124,271,124,1.0,,2.0,,2.0,,5,Pascal Groß,MID
0.0,0.0,61933,0,0,-1,1,0,2,0.0,0.0,0,Shane,0.0,58,False,Joined Celtic on loan until the end of the season on 2/9. - Expected back 01 Jul,2020-09-02T09:00:10.465117Z,44,61933.jpg,0.0,Duffy,0.1,False,,n,3,36,0,440,10,4358,123,0.0,0.0,Duffy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,430,164,409,161,371,146,434,164,,,,,,,5,Shane Duffy,DEF
75.0,75.0,66242,0,0,-1,1,0,3,0.4,0.0,0,Davy,0.0,59,False,Achilles injury - 75% chance of playing,2020-09-30T11:30:16.728611Z,49,66242.jpg,0.0,Pröpper,0.0,False,,d,3,36,0,501,11,4439,150,0.0,0.0,Pröpper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,524,207,514,207,495,197,527,207,,,,,,,5,Davy Pröpper,MID
0.0,0.0,74471,0,0,0,0,0,3,0.0,0.0,0,Aaron,0.0,60,False,Joined Shanghai SIPG on a permanent deal on 28/8,2020-08-29T10:00:06.731343Z,50,74471.jpg,0.0,Mooy,0.0,False,,u,3,36,0,9810,8,10880,38,0.0,0.0,Mooy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,544,217,537,217,526,211,547,217,,,,,,,5,Aaron Mooy,MID
,,78916,0,0,-1,1,0,2,1.2,0.7,2,Dan,0.7,61,False,,,44,78916.jpg,1.5,Burn,0.5,False,,a,3,36,3,4276,626,26839,1328,0.2,0.7,Burn,113,0,0,0,1,0,0,0,0,0,0,0,14,8.0,4.5,8.0,2.1,327,127,275,87,248,78,333,123,,,,,,,5,Dan Burn,DEF
0.0,,83299,0,0,-1,1,0,2,0.0,-1.0,-1,Lewis,-1.0,62,False,Suspended until 21 Nov,2020-10-18T15:00:19.802843Z,49,83299.jpg,1.0,Dunk,4.9,False,,s,3,36,5,59390,1129,284903,60681,-0.2,1.0,Dunk,450,0,0,1,11,1,0,0,1,1,0,1,62,59.2,17.3,38.0,11.5,151,60,205,57,132,30,160,52,,,1.0,,,,5,Lewis Dunk,DEF
0.0,0.0,86153,0,0,0,0,0,2,0.0,0.0,0,Martín,0.0,63,False,Joined Real Betis on a permanent deal on 25/8,2020-08-25T16:00:07.591453Z,45,86153.jpg,0.0,Montoya,0.0,False,,u,3,36,0,129,11,783,26,0.0,0.0,Montoya,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,471,184,456,183,422,170,475,184,,,,,,,5,Martín Montoya,DEF
0.0,0.0,93284,-1,1,-2,2,0,4,0.0,0.0,0,Florin,0.0,64,False,Knee injury - Unknown return date,2020-09-12T09:00:10.364918Z,48,93284.jpg,0.0,Andone,0.1,False,,i,3,36,0,10901,78,26144,521,0.0,0.0,Andone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,507,51,494,53,469,53,510,54,,,,,,,5,Florin Andone,FWD
,,109345,0,0,0,0,0,3,5.8,5.3,3,Solomon,5.3,65,False,,,50,109345.jpg,4.2,March,1.1,False,,a,3,36,21,101962,11513,37135,6252,1.1,4.2,March,437,1,1,1,11,0,0,0,0,0,0,2,98,117.4,120.3,104.0,34.2,39,15,21,15,39,20,27,13,2.0,,4.0,,,,5,Solomon March,MID
,,110735,0,0,0,0,0,2,1.5,1.0,2,Adam,1.0,66,False,,,45,110735.jpg,2.0,Webster,2.1,False,,a,3,36,10,32417,2603,80105,5620,0.2,2.2,Webster,450,0,0,1,11,0,0,0,0,0,0,0,68,60.0,32.0,74.0,16.6,150,59,139,32,59,5,101,25,,,,,,,5,Adam Webster,DEF
,,111478,0,0,-2,2,0,2,0.5,0.0,0,Joël,0.0,67,False,,,43,111478.jpg,0.0,Veltman,0.2,False,,a,3,36,0,3684,576,15862,808,0.0,0.0,Veltman,45,0,0,0,2,0,0,0,0,0,0,0,10,16.6,4.9,4.0,2.6,290,116,271,84,280,91,318,115,,,,,,,5,Joël Veltman,DEF
,,115382,0,0,1,-1,1,4,5.8,5.3,2,Neal,5.3,68,False,,,66,115382.jpg,6.8,Maupay,6.4,False,,a,3,36,34,479517,52946,188712,34289,0.8,5.2,Maupay,450,4,1,1,11,0,0,0,0,0,0,5,128,174.2,73.3,285.0,53.1,11,4,51,3,5,4,9,3,,,,,1.0,,5,Neal Maupay,FWD
,,116216,0,0,0,0,0,3,3.2,2.7,2,Leandro,2.7,69,False,,,60,116216.jpg,4.4,Trossard,2.3,False,,a,3,36,22,211703,9886,96894,13907,0.4,3.7,Trossard,437,1,2,1,11,0,0,0,1,0,0,1,63,73.4,134.6,99.0,30.5,112,42,14,9,44,24,38,20,3.0,,,,,,5,Leandro Trossard,MID
,,131897,0,0,0,0,0,1,1.2,0.7,1,Mathew,0.7,70,False,,,45,131897.jpg,1.8,Ryan,15.9,False,,a,3,36,9,318896,12589,403107,37324,0.2,2.0,Ryan,450,0,0,1,11,0,0,0,1,0,5,0,59,37.8,0.0,0.0,3.7,220,21,465,44,430,42,306,21,,,,,,,5,Mathew Ryan,GK
25.0,25.0,165210,0,0,-1,1,0,3,0.4,0.2,0,Alireza,1.0,71,False,Hamstring injury - 25% chance of playing,2020-09-30T21:00:17.370674Z,54,165210.jpg,1.7,Jahanbakhsh,0.0,False,,d,3,36,5,1061,14,2860,209,0.2,0.9,Jahanbakhsh,28,0,1,0,1,0,0,0,1,0,0,0,27,30.6,41.5,28.0,10.0,249,98,115,78,160,84,192,90,,,,,,,5,Alireza Jahanbakhsh,MID
0.0,0.0,167473,0,0,0,0,0,3,0.0,0.0,0,José,0.0,72,False,Lack of match fitness - Unknown return date,2020-08-15T10:00:11.482611Z,55,167473.jpg,0.0,Izquierdo,0.0,False,,i,3,36,0,9776,19,9792,20,0.0,0.0,Izquierdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,564,227,565,227,563,225,567,227,,,,,,,5,José Izquierdo,MID
0.0,0.0,178173,0,0,-1,1,0,2,0.0,0.0,0,Matthew,0.0,73,False,Joined Derby County on loan until the end of the season on 26/8. - Expected back 01 Jul,2020-08-26T10:30:05.746418Z,44,178173.jpg,0.0,Clarke,0.0,False,,n,3,36,0,170,4,441,23,0.0,0.0,Clarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,444,172,424,169,389,156,448,172,,,,,,,5,Matthew Clarke,DEF
100.0,100.0,198869,0,0,0,0,0,2,1.2,0.7,2,Ben,0.7,74,False,,2020-09-14T21:30:11.221083Z,45,198869.jpg,1.8,White,1.4,False,,a,3,36,9,38725,2485,57420,3428,0.2,2.0,White,438,0,0,1,11,0,0,0,1,0,0,0,74,89.0,28.3,8.0,12.7,82,26,159,41,255,81,145,45,,,,,,,5,Ben White,DEF
,,209362,0,0,0,0,0,2,0.5,0.0,0,Bernardo,0.0,75,False,,,40,209362.jpg,0.0,Fernandes da Silva Junior,8.8,False,,a,3,36,0,112357,8280,370713,23865,0.0,0.0,Bernardo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,400,144,379,141,336,121,403,143,,,,,,,5,Bernardo Fernandes da Silva Junior,DEF
100.0,100.0,227127,0,0,0,0,0,3,3.8,3.3,1,Yves,3.3,76,False,,2020-09-20T15:30:14.517426Z,45,227127.jpg,3.0,Bissouma,3.6,False,,a,3,36,12,160129,17198,196966,11450,0.7,2.7,Bissouma,358,1,0,1,8,0,0,0,1,1,0,2,54,62.4,30.6,54.0,14.4,142,54,147,94,89,46,127,68,,,,,,,5,Yves Bissouma,MID
100.0,75.0,232792,0,0,2,-2,0,2,2.5,1.5,2,Tariq,2.0,77,False,,2020-10-03T21:30:18.742679Z,47,232792.jpg,2.6,Lamptey,10.6,False,,a,3,36,13,785186,48129,239416,16049,0.4,2.8,Lamptey,372,0,3,0,9,0,0,0,1,0,0,0,74,71.6,92.8,67.0,23.2,116,40,39,9,71,8,60,10,,,,,,,5,Tariq Lamptey,DEF
100.0,75.0,233425,0,0,0,0,0,4,3.2,2.0,4,Aaron,2.7,78,False,,2020-10-15T13:30:16.459744Z,55,233425.jpg,3.4,Connolly,0.7,False,,a,3,36,17,54055,5641,50843,4491,0.5,3.1,Connolly,284,1,1,1,7,0,0,0,0,0,0,2,46,56.2,34.3,69.0,15.9,158,18,131,18,69,24,113,21,,,,,,,5,Aaron Connolly,FWD
,,235382,0,0,0,0,0,3,1.5,1.0,0,Steven,1.0,79,False,,,45,235382.jpg,2.0,Alzate,1.1,False,,a,3,36,8,110134,1211,62856,5489,0.2,1.8,Alzate,339,0,0,1,10,0,0,0,1,0,0,0,56,46.0,89.5,23.0,15.9,192,78,43,32,177,92,111,62,,,,,,,5,Steven Alzate,MID
100.0,100.0,243016,0,0,-2,2,0,3,3.5,3.0,9,Alexis,3.0,80,False,,2020-09-24T00:00:15.701972Z,53,243016.jpg,9.0,Mac Allister,0.0,False,,a,3,36,9,893,477,2651,123,0.6,1.7,Mac Allister,12,1,0,0,0,0,0,0,0,0,0,3,22,36.2,0.5,7.0,4.4,231,92,338,165,262,137,292,135,4.0,,3.0,,,,5,Alexis Mac Allister,MID
50.0,50.0,108813,0,0,0,0,0,1,0.2,0.0,0,Christian,0.0,503,False,Ankle injury - 50% chance of playing,2020-09-12T09:00:11.155698Z,40,108813.jpg,0.0,Walton,1.2,False,,d,3,36,0,13289,2100,40297,2335,0.0,0.0,Walton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,393,33,372,12,327,10,396,33,,,,,,,5,Christian Walton,GK
,,49262,0,0,0,0,0,1,0.5,0.0,0,Jason,0.0,528,False,,,40,49262.jpg,0.0,Steele,0.7,False,,a,3,36,0,51597,4534,14692,1106,0.0,0.0,Steele,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,388,29,367,8,322,6,391,29,,,,,,,5,Jason Steele,GK
,,220738,0,0,0,0,0,3,0.5,0.0,0,Jayson,0.0,550,False,,,45,220738.jpg,0.0,Molumby,0.0,False,,a,3,36,0,765,105,306,70,0.0,0.0,Molumby,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,490,189,478,189,448,172,494,189,,,,,,,5,Jayson Molumby,MID
,,204676,0,0,0,0,0,4,1.8,1.3,0,Andi,0.0,574,False,,,50,204676.jpg,0.0,Zeqiri,0.0,False,,a,3,36,0,812,511,218,161,0.0,0.0,Zeqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,546,57,540,59,533,60,549,60,,,,,,,5,Andi Zeqiri,FWD
,,50175,0,0,0,0,0,4,2.1,1.6,0,Danny,0.0,588,False,,,55,50175.jpg,0.0,Welbeck,0.0,False,,a,3,36,0,361,361,43,43,0.0,0.0,Welbeck,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,562,60,560,62,559,63,565,63,,,,,,,5,Danny Welbeck,FWD
100.0,100.0,40845,0,0,-1,1,0,3,0.8,1.8,0,Dale,1.3,55,False,,2020-09-17T22:00:09.960386Z,44,40845.jpg,2.0,Stephens,8.2,False,,a,4,90,4,189969,18207,499265,30665,0.3,0.9,Stephens,157,0,0,0,3,0,0,0,0,0,0,0,22,19.8,6.6,21.0,4.8,278,115,267,143,189,101,285,131,,,,,,,5,Dale Stephens,MID
100.0,100.0,17761,0,0,-1,1,0,2,1.5,2.5,6,James,2.0,81,False,,2020-09-17T22:00:10.017429Z,54,17761.jpg,3.0,Tarkowski,2.8,False,,a,4,90,6,20350,1484,219342,6571,0.4,1.1,Tarkowski,180,0,0,1,3,0,0,0,1,0,0,0,30,44.6,20.8,33.0,9.9,195,77,193,54,146,37,194,63,,,,,,,5,James Tarkowski,DEF
0.0,,17997,0,0,0,0,0,2,0.0,1.2,0,Phil,0.7,82,False,Illness - Expected back 31 Oct,2020-10-19T19:00:14.383193Z,45,17997.jpg,0.3,Bardsley,0.4,False,,i,4,90,1,10237,160,21117,2963,0.2,0.2,Bardsley,270,0,0,0,8,0,0,0,2,0,0,0,24,31.4,12.9,6.0,5.1,246,99,235,71,269,87,277,97,,,,,,,5,Phil Bardsley,DEF
,,39487,0,0,-1,1,0,2,1.5,2.5,6,Erik,2.0,83,False,,,44,39487.jpg,2.0,Pieters,0.7,False,,a,4,90,4,17770,576,58231,2690,0.5,0.9,Pieters,140,0,0,1,3,1,0,0,0,0,0,0,19,7.6,2.0,17.0,2.6,329,128,302,104,206,62,319,116,,,,,,,5,Erik Pieters,DEF
0.0,0.0,40145,0,0,0,0,0,3,0.0,0.0,0,Jack,0.0,84,False,Ankle injury - Unknown return date,2020-08-15T10:00:11.504829Z,50,40145.jpg,0.0,Cork,0.0,False,,i,4,90,0,9833,23,10373,43,0.0,0.0,Cork,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,541,215,532,215,521,209,544,215,,,,,,,5,Jack Cork,MID
100.0,100.0,41674,0,0,0,0,0,2,2.8,3.8,7,Kevin,3.3,85,False,,2020-10-12T20:30:21.362818Z,45,41674.jpg,2.5,Long,0.2,False,,a,4,90,10,5348,521,6944,473,0.7,2.2,Long,360,0,0,1,8,0,0,0,0,0,0,1,59,61.6,10.9,14.0,8.7,145,55,252,79,216,68,205,65,,,,,,,5,Kevin Long,DEF
100.0,75.0,44683,0,0,-1,1,0,4,-0.2,0.6,1,Jay,0.3,86,False,,2020-09-24T00:00:15.736033Z,59,44683.jpg,1.0,Rodriguez,0.3,False,,a,4,90,2,7132,185,42711,1210,0.1,0.3,Rodriguez,82,0,0,0,3,0,0,0,1,0,0,0,5,3.6,11.5,13.0,2.8,354,39,245,36,222,38,314,39,,,,,3.0,,5,Jay Rodriguez,FWD
100.0,100.0,44699,0,0,0,0,0,4,0.5,1.5,2,Ashley,1.0,87,False,,2020-09-07T00:30:12.603985Z,60,44699.jpg,1.5,Barnes,0.1,False,,a,4,90,3,3572,593,7415,567,0.2,0.5,Barnes,152,0,0,1,3,0,0,0,1,0,0,0,4,10.6,39.0,87.0,13.6,312,31,118,15,50,21,137,23,,,,,1.0,,5,Ashley Barnes,FWD
0.0,0.0,51927,0,0,-1,1,0,2,0.0,0.0,0,Ben,0.0,88,False,Thigh injury - Unknown return date,2020-09-07T00:30:12.617922Z,49,51927.jpg,0.0,Mee,0.2,False,,i,4,90,0,486,25,17163,607,0.0,0.0,Mee,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,519,198,509,198,490,189,522,198,,,,,,,5,Ben Mee,DEF
,,60551,0,0,-1,1,0,3,3.5,4.5,2,Ashley,4.0,89,False,,,54,60551.jpg,3.5,Westwood,0.6,False,,a,4,90,14,7135,389,29604,2229,0.7,2.6,Westwood,360,1,0,1,8,0,0,0,1,0,0,1,69,72.8,71.4,19.0,16.4,113,43,54,40,197,105,106,59,1.0,,4.0,,,,5,Ashley Westwood,MID
100.0,75.0,60586,0,0,-1,1,0,3,0.8,1.4,3,Johann Berg,1.3,90,False,,2020-10-15T09:00:16.194612Z,54,60586.jpg,2.0,Gudmundsson,0.0,False,,a,4,90,4,9966,20,13522,84,0.2,0.7,Gudmundsson,90,0,0,1,1,0,0,0,0,0,0,0,10,11.4,17.2,9.0,3.8,308,133,206,123,244,127,303,140,3.0,,3.0,,,,5,Johann Berg Gudmundsson,MID
,,60689,0,0,-1,1,0,4,1.5,2.5,2,Chris,2.0,91,False,,,64,60689.jpg,3.0,Wood,1.5,False,,a,4,90,12,75496,923,128092,11780,0.3,1.9,Wood,360,1,0,1,8,0,0,0,0,0,0,0,20,39.6,7.8,141.0,18.2,215,25,261,39,26,16,85,19,,,,,1.0,,5,Chris Wood,FWD
0.0,0.0,68983,0,0,-1,1,0,2,0.0,0.0,0,Matthew,0.0,92,False,Knee injury - Unknown return date,2020-09-30T20:00:20.120303Z,44,68983.jpg,0.0,Lowton,0.1,False,,i,4,90,0,1130,4,6594,530,0.0,0.0,Lowton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,431,165,410,162,372,147,435,165,,,,,,,5,Matthew Lowton,DEF
,,81183,0,0,0,0,0,4,0.5,1.5,0,Matej,1.0,93,False,,,50,81183.jpg,1.3,Vydra,0.8,False,,a,4,90,4,55505,3935,53726,5245,0.2,0.8,Vydra,123,0,0,0,2,0,0,0,0,0,0,0,12,8.6,27.1,65.0,10.1,320,33,165,22,75,25,190,30,,,,,,,5,Matej Vydra,FWD
0.0,0.0,83312,0,0,0,0,0,2,0.0,0.0,0,Ben,0.0,94,False,Joined Norwich City on loan until the end of the season on 4/9. - Expected back 01 Jul,2020-09-05T11:00:07.592134Z,40,83312.jpg,0.0,Gibson,0.2,False,,n,4,90,0,2719,95,11337,607,0.0,0.0,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,391,140,370,137,325,115,394,139,,,,,,,5,Ben Gibson,DEF
100.0,100.0,90517,0,0,0,0,0,3,-0.2,0.8,1,Robbie,0.3,95,False,,2020-09-20T21:00:10.350898Z,50,90517.jpg,1.0,Brady,0.0,False,,a,4,90,2,797,59,3184,99,0.1,0.4,Brady,60,0,0,0,1,0,0,0,0,0,0,0,7,7.2,2.5,17.0,2.7,332,147,296,151,209,109,316,143,4.0,,5.0,,,,5,Robbie Brady,MID
,,98747,0,0,0,0,1,1,4.2,5.2,11,Nick,4.7,96,False,,,55,98747.jpg,3.8,Pope,12.1,False,,a,4,90,15,122896,6243,384438,33132,0.9,2.7,Pope,360,0,0,1,8,0,0,0,0,0,11,3,64,80.6,0.0,0.0,8.0,102,16,563,63,561,63,228,16,,,,,,,5,Nick Pope,GK
,,103914,0,0,0,0,0,2,2.2,3.2,5,Charlie,2.7,97,False,,,45,103914.jpg,2.8,Taylor,3.8,False,,a,4,90,11,123455,2151,171722,13187,0.6,2.4,Taylor,360,0,1,1,8,0,0,0,1,0,0,0,62,54.2,37.4,9.0,10.1,166,67,122,27,241,76,188,61,,,,,,,5,Charlie Taylor,DEF
,,172782,0,0,0,0,0,3,1.8,2.8,3,Josh,2.3,98,False,,,50,172782.jpg,2.2,Brownhill,0.0,False,,a,4,90,9,1688,71,1943,169,0.5,1.8,Brownhill,360,0,0,1,8,0,0,0,0,0,0,0,40,36.4,50.8,51.0,13.8,230,91,92,62,91,47,131,69,,,1.0,,,,5,Josh Brownhill,MID
75.0,75.0,220037,0,0,0,0,0,1,-0.4,0.4,0,Bailey,0.0,99,False,Hip injury - 75% chance of playing,2020-10-15T09:00:16.232697Z,40,220037.jpg,0.0,Peacock-Farrell,1.5,False,,d,4,90,0,30695,828,25250,2658,0.0,0.0,Peacock-Farrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,404,38,383,17,340,15,407,38,,,,,,,5,Bailey Peacock-Farrell,GK
,,433154,0,0,-1,1,0,3,1.5,2.5,3,Dwight,2.0,100,False,,,59,433154.jpg,2.8,McNeil,0.6,False,,a,4,90,11,13582,260,34950,2606,0.3,1.9,McNeil,360,0,1,1,8,0,0,0,1,0,0,0,56,67.8,110.3,15.0,19.4,129,48,26,18,215,111,78,44,2.0,,2.0,,,,5,Dwight McNeil,MID
,,218023,1,-1,1,-1,0,2,0.2,1.2,0,Jimmy,0.7,519,False,,,41,218023.jpg,4.0,Dunne,8.3,False,,a,4,90,8,685405,21500,188197,29613,0.2,2.0,Dunne,180,1,0,0,5,0,0,0,0,0,0,0,35,66.2,21.2,38.0,12.6,132,49,191,52,131,29,146,46,,,,,,,5,Jimmy Dunne,DEF
,,461102,0,0,0,0,0,2,-0.5,0.5,0,Bobby,0.0,520,False,,,40,461102.jpg,0.0,Thomas,0.6,False,,a,4,90,0,19119,1371,14344,1213,0.0,0.0,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,410,152,388,148,347,130,413,151,,,,,,,5,Bobby Thomas,DEF
,,217401,0,0,0,0,0,3,-0.5,0.5,0,Josh,0.0,535,False,,,45,217401.jpg,0.0,Benson,0.0,False,,a,4,90,0,1129,95,572,82,0.0,0.0,Benson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,488,187,476,187,445,170,492,187,,,,,,,5,Josh Benson,MID
,,195471,0,0,0,0,0,2,-0.5,0.5,0,Anthony,0.0,536,False,,,40,195471.jpg,0.0,Driscoll-Glennon,0.1,False,,a,4,90,0,2127,237,1232,193,0.0,0.0,Driscoll-Glennon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,399,143,378,140,335,120,402,142,,,,,,,5,Anthony Driscoll-Glennon,DEF
,,195064,0,0,0,0,0,3,-0.5,0.5,0,Mace,0.0,551,False,,,45,195064.jpg,0.0,Goodridge,0.0,False,,a,4,90,0,265,57,125,34,0.0,0.0,Goodridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,484,185,472,185,439,167,488,185,,,,,,,5,Mace Goodridge,MID
,,168399,0,0,0,0,0,1,0.5,1.5,0,Will,0.0,583,False,,,40,168399.jpg,0.0,Norris,0.0,False,,a,4,90,0,521,521,32,32,0.0,0.0,Norris,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,396,35,375,14,331,12,399,35,,,,,,,5,Will Norris,GK
,,20310,0,0,-1,1,0,1,0.3,0.8,0,Willy,0.3,101,False,,,49,20310.jpg,1.0,Caballero,0.3,False,,a,5,8,1,4134,184,13424,833,0.1,0.2,Caballero,90,0,0,0,3,0,0,0,0,0,0,0,7,4.2,0.0,0.0,0.4,347,24,505,50,485,49,373,24,,,,,,,5,Willy Caballero,GK
,,41328,0,0,-1,1,0,2,3.3,3.8,1,César,3.3,102,False,,,59,41328.jpg,2.8,Azpilicueta,4.2,False,,a,5,8,11,42847,4516,267254,13328,0.6,1.9,Azpilicueta,230,0,1,1,3,0,0,0,1,0,0,0,48,55.4,37.2,33.0,12.6,159,64,123,28,147,38,147,47,,,,,,,5,César Azpilicueta,DEF
,,44346,0,0,-2,2,0,4,0.3,0.8,0,Olivier,0.3,103,False,,,68,44346.jpg,1.0,Giroud,0.7,False,,a,5,8,1,10152,839,61477,2878,0.0,0.1,Giroud,17,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.8,6.0,0.8,586,70,309,44,278,47,362,46,,,4.0,,,,5,Olivier Giroud,FWD
,,82263,-1,1,-2,2,0,2,-0.3,0.2,0,Marcos,-0.3,104,False,,,58,82263.jpg,0.7,Alonso,2.2,False,,a,5,8,2,32322,1289,130154,10656,-0.1,0.3,Alonso,225,0,0,0,6,0,0,0,1,0,0,0,36,37.0,28.1,20.0,8.5,227,90,161,43,194,55,212,68,,,2.0,,,,5,Marcos Alonso,DEF
100.0,100.0,85955,0,0,2,-2,2,3,6.7,7.2,5,Jorge Luiz,6.7,105,False,,2020-09-14T21:30:11.281378Z,52,85955.jpg,8.0,Frello Filho,11.7,False,,a,5,8,32,874455,101027,313595,24894,1.3,6.2,Jorginho,342,3,2,1,6,0,0,1,0,0,0,4,115,170.6,62.1,76.0,30.9,12,7,66,45,58,33,36,18,,,,,1.0,,5,Jorge Luiz Frello Filho,MID
100.0,100.0,91651,-1,1,-1,1,0,3,0.7,1.2,0,Mateo,0.7,107,False,,2020-08-15T10:00:11.528964Z,54,91651.jpg,1.3,Kovacic,0.3,False,,a,5,8,4,18812,640,19603,2499,0.1,0.7,Kovacic,130,0,0,0,5,0,0,0,0,0,0,0,22,8.4,10.9,1.0,2.0,325,143,253,137,314,153,340,152,,,,,,,5,Mateo Kovacic,MID
,,102380,-1,1,-4,4,0,2,0.0,0.5,0,Antonio,0.0,109,False,,,46,102380.jpg,0.0,Rüdiger,0.9,False,,a,5,8,0,15013,1236,112630,4101,0.0,0.0,Rüdiger,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,501,191,488,191,460,180,504,191,,,,,,,5,Antonio Rüdiger,DEF
,,103192,0,0,0,0,1,2,4.7,5.2,1,Kurt,4.7,110,False,,,50,103192.jpg,5.8,Zouma,4.1,False,,a,5,8,23,258048,18034,105169,21845,0.9,4.6,Zouma,360,2,0,1,6,0,0,0,0,0,0,1,92,145.0,3.3,74.0,22.3,20,4,286,94,60,6,64,11,,,,,,,5,Kurt Zouma,DEF
,,109533,-1,1,-2,2,0,2,0.0,0.5,0,Emerson,0.0,111,False,,,48,109533.jpg,0.0,Palmieri dos Santos,0.2,False,,a,5,8,0,2066,168,7985,525,0.0,0.0,Emerson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,508,194,496,194,471,183,511,194,5.0,,3.0,,,,5,Emerson Palmieri dos Santos,DEF
,,109745,0,0,-2,2,0,1,0.7,1.2,2,Kepa,0.7,112,False,,,48,109745.jpg,2.0,Arrizabalaga,1.2,False,,a,5,8,6,42586,1247,124339,5298,0.1,1.2,Arrizabalaga,270,0,0,0,6,0,0,0,0,0,8,0,40,50.8,0.0,0.0,5.0,175,18,497,49,472,48,281,18,,,,,,,5,Kepa Arrizabalaga,GK
100.0,100.0,116594,0,0,-1,1,0,3,2.0,2.5,2,N'Golo,2.0,113,False,,2020-10-03T16:30:19.172004Z,49,116594.jpg,2.0,Kanté,3.4,False,,a,5,8,10,93675,5693,193797,13276,0.4,2.0,Kanté,442,0,0,1,9,0,0,0,1,0,0,0,74,71.4,22.0,11.0,10.5,119,45,186,110,227,116,179,86,,,,,,,5,N'Golo Kanté,MID
100.0,100.0,124183,0,0,-1,1,0,3,0.3,0.8,1,Hakim,0.3,114,False,,2020-08-29T17:30:07.487245Z,79,124183.jpg,1.0,Ziyech,1.2,False,,a,5,8,1,52578,7282,117689,6246,0.0,0.1,Ziyech,18,0,0,0,1,0,0,0,0,0,0,0,4,2.8,15.4,0.0,1.8,362,164,215,127,587,237,344,153,1.0,,,,,,5,Hakim Ziyech,MID
,,135363,0,0,-1,1,0,2,0.3,0.8,1,Andreas,0.3,116,False,,,49,135363.jpg,0.0,Christensen,0.3,False,,a,5,8,0,6795,529,15062,885,0.1,0.0,Christensen,315,0,0,0,9,0,0,0,1,1,0,0,41,70.0,4.1,20.0,9.5,120,42,279,89,193,54,196,64,,,,,,,5,Andreas Christensen,DEF
