chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,gw,name,position
,,195735,0,0,-3,3,0,3,3.0,2.5,2,Nicolas,3.0,18,False,,,77,195735.jpg,2.2,Pépé,0.9,False,,a,1,3,11,13259,1324,106170,3270,0.4,1.4,Pépé,177,1,0,0,3,0,0,0,0,0,0,0,33,38.8,20.5,61.0,12.0,219,87,195,114,81,44,153,76,2.0,,3.0,,2.0,,5,Nicolas Pépé,MID
0.0,0.0,198849,0,0,-2,2,0,3,0.0,0.0,0,Lucas,0.0,19,False,Joined Atletico Madrid on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T22:30:19.674811Z,48,198849.jpg,0.0,Torreira,0.1,False,,n,1,3,0,3179,51,14090,1082,0.0,0.0,Torreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,511,202,500,202,477,190,514,202,,,,,,,5,Lucas Torreira,MID
,,200089,0,0,-2,2,0,3,0.0,-0.5,0,Joseph,0.0,20,False,,,48,200089.jpg,0.0,Willock,0.1,False,,a,1,3,0,1597,243,5359,308,0.0,0.0,Willock,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,512,203,501,203,478,191,515,203,,,,,,,5,Joseph Willock,MID
75.0,75.0,200641,0,0,-2,2,0,3,0.0,-0.4,0,Reiss,0.0,21,False,Hamstring injury - 75% chance of playing,2020-10-05T10:00:15.059375Z,53,200641.jpg,0.0,Nelson,0.1,False,,d,1,3,0,726,6,4190,245,0.0,0.0,Nelson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,557,225,552,225,546,220,560,225,5.0,,,,,,5,Reiss Nelson,MID
,,205533,-1,1,-3,3,0,4,1.0,0.5,1,Edward,1.0,22,False,,,57,205533.jpg,2.4,Nketiah,0.8,False,,a,1,3,12,26817,1761,100336,4969,0.2,2.1,Nketiah,97,1,0,0,1,0,0,0,0,0,0,3,42,40.6,3.7,42.0,8.5,209,23,282,42,119,33,211,33,,,,,,,5,Edward Nketiah,FWD
100.0,100.0,209289,0,0,-1,1,0,3,0.0,-0.5,0,Emile,0.0,23,False,,2020-09-11T11:00:08.673059Z,44,209289.jpg,0.0,Smith Rowe,0.2,False,,a,1,3,0,7515,2994,11356,1056,0.0,0.0,Smith Rowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,448,178,428,178,393,159,452,178,,,,,,,5,Emile Smith Rowe,MID
,,223340,0,0,-2,2,0,3,3.3,2.8,2,Bukayo,3.3,24,False,,,53,223340.jpg,4.0,Saka,3.1,False,,a,1,3,12,58292,10386,358681,11863,0.6,2.3,Saka,264,1,0,0,3,0,0,0,0,0,0,1,55,68.6,43.8,121.0,23.4,128,47,112,75,33,15,59,33,4.0,,,,,,5,Bukayo Saka,MID
0.0,0.0,242166,0,0,-2,2,0,3,0.0,0.0,0,Matteo,0.0,25,False,Joined Hertha Berlin on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T17:00:15.072120Z,48,242166.jpg,0.0,Guendouzi,0.1,False,,n,1,3,0,2539,22,10568,758,0.0,0.0,Guendouzi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,515,205,504,205,483,194,518,205,,,,,,,5,Matteo Guendouzi,MID
0.0,0.0,444145,0,0,-1,1,0,3,0.0,0.0,0,Gabriel Teodoro,0.0,26,False,Knee injury - Expected back 31 Dec,2020-08-15T10:00:11.409498Z,49,444145.jpg,0.0,Martinelli Silva,0.0,False,,i,1,3,0,587,70,1959,93,0.0,0.0,Martinelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,539,214,529,214,518,208,542,214,,,,,,,5,Gabriel Teodoro Martinelli Silva,MID
,,462424,0,0,-3,3,0,2,0.0,-0.5,0,William,0.0,27,False,,,42,462424.jpg,0.0,Saliba,1.0,False,,a,1,3,0,18403,1239,174228,5682,0.0,0.0,Saliba,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,414,155,392,151,352,134,417,154,,,,,,,5,William Saliba,DEF
,,47431,0,0,-1,1,1,3,2.0,1.5,2,Willian,2.0,478,False,,,79,47431.jpg,4.4,Borges Da Silva,8.4,False,,a,1,3,22,722244,4670,881943,79221,0.3,2.8,Willian,362,0,3,1,5,0,0,0,0,0,0,2,73,56.8,110.4,42.0,21.0,157,60,25,17,121,63,70,40,1.0,,1.0,,,,5,Willian Borges Da Silva,MID
,,226597,0,0,1,-1,1,2,1.3,0.8,2,Gabriel,1.3,494,False,,,51,226597.jpg,5.2,Magalhães,12.2,False,,a,1,3,21,798495,18315,379186,34598,0.3,4.1,Gabriel,360,1,0,1,3,0,0,0,0,0,0,3,81,115.6,3.7,57.0,17.6,43,13,281,91,86,14,92,21,,,,,,,5,Gabriel Magalhães,DEF
,,182539,0,0,0,0,0,3,1.7,1.2,2,Daniel,1.7,501,False,,,50,182539.jpg,2.8,Ceballos Fernández,1.9,False,,a,1,3,14,110493,4356,121102,10042,0.3,2.8,Ceballos,302,0,1,1,3,0,0,0,1,0,0,3,82,91.4,92.3,24.0,20.8,76,28,41,30,172,90,71,41,3.0,,,,,,5,Daniel Ceballos Fernández,MID
,,153256,0,0,0,0,0,3,1.3,0.8,0,Mohamed Naser,1.3,526,False,,,45,153256.jpg,2.3,El Sayed Elneny,1.4,False,,a,1,3,7,144690,2536,99484,8020,0.3,1.6,Elneny,270,0,0,1,4,0,0,0,0,0,0,0,51,42.6,19.7,22.0,8.4,199,81,199,118,180,95,215,99,,,,,,,5,Mohamed Naser El Sayed Elneny,MID
,,113534,0,0,0,0,0,1,0.0,-0.5,0,Matt,0.0,527,False,,,40,113534.jpg,0.0,Macey,1.1,False,,a,1,3,0,73471,8523,28726,2050,0.0,0.0,Macey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,394,34,373,13,328,11,397,34,,,,,,,5,Matt Macey,GK
,,115918,0,0,0,0,0,1,0.0,-0.5,0,Rúnar Alex,0.0,547,False,,,45,115918.jpg,0.0,Rúnarsson,0.0,False,,a,1,3,0,811,112,426,96,0.0,0.0,Rúnarsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,477,59,464,43,429,41,481,59,,,,,,,5,Rúnar Alex Rúnarsson,GK
,,167199,0,0,0,0,0,3,1.5,1.0,0,Thomas,0.0,567,False,,,50,167199.jpg,0.0,Partey,0.6,False,,a,1,3,0,43189,9274,7282,3447,0.0,0.0,Partey,7,0,0,0,0,0,0,0,1,0,0,0,2,3.0,0.3,0.0,0.3,360,162,351,172,531,213,375,171,,,,,,,5,Thomas Partey,MID
,,98980,1,-1,3,-3,0,1,7.8,7.3,9,Emiliano,7.8,12,True,,,48,98980.jpg,7.8,Martínez,23.6,False,,a,2,7,31,1355481,229190,210353,7801,1.6,6.5,Martínez,360,0,0,3,2,0,1,0,0,0,14,4,116,121.6,0.0,0.0,12.1,34,3,495,48,470,47,151,4,,,,,,,5,Emiliano Martínez,GK
0.0,0.0,21205,0,0,0,0,0,1,0.0,0.0,0,Tom,0.0,28,False,Knee injury - Unknown return date,2020-08-15T10:00:11.430596Z,45,21205.jpg,0.0,Heaton,0.0,False,,i,2,7,0,826,76,2150,202,0.0,0.0,Heaton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,461,51,442,31,408,29,465,51,,,,,,,5,Tom Heaton,GK
,,37339,0,0,-1,1,0,2,0.2,-0.3,0,Ahmed,0.2,29,False,,,44,37339.jpg,1.0,El Mohamady,0.4,False,,a,2,7,1,6236,504,17144,1257,0.0,0.2,El Mohamady,10,0,0,0,0,0,0,0,0,0,0,0,4,3.6,11.1,2.0,1.7,352,132,248,76,296,102,345,128,,,,,,,5,Ahmed El Mohamady,DEF
0.0,,40564,-1,1,-1,1,0,3,0.0,-0.5,0,Henri,0.0,30,False,Not included in Aston Villa's 25-man Premier League squad. - Unknown return date,2020-10-20T22:30:18.217167Z,44,40564.jpg,0.0,Lansbury,0.2,False,,n,2,7,0,3930,709,9359,767,0.0,0.0,Lansbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,424,174,403,174,365,154,428,174,,,,,,,5,Henri Lansbury,MID
,,47390,0,0,-1,1,0,2,0.0,-0.5,0,Neil,0.0,31,False,,,44,47390.jpg,0.0,Taylor,0.3,False,,a,2,7,0,7516,419,15094,998,0.0,0.0,Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,427,163,406,160,368,145,431,163,,,,,,,5,Neil Taylor,DEF
,,79852,0,0,0,0,0,1,0.0,-0.5,0,Jed,0.0,32,False,,,40,79852.jpg,0.0,Steer,5.6,False,,a,2,7,0,145309,13635,106465,10837,0.0,0.0,Steer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,390,31,369,10,324,8,393,31,,,,,,,5,Jed Steer,GK
,,85242,0,0,0,0,1,3,4.2,3.7,0,Conor,4.2,33,False,,,60,85242.jpg,8.5,Hourihane,0.2,False,,a,2,7,17,21543,661,13151,2160,0.7,2.8,Hourihane,137,1,1,2,0,0,0,0,0,0,0,3,57,62.2,77.7,23.0,16.3,143,55,48,36,179,94,107,60,1.0,,1.0,,,,5,Conor Hourihane,MID
0.0,0.0,89274,0,0,-1,1,0,3,0.0,0.0,0,José Ignacio,0.0,34,False,Contract ended,2020-10-05T07:17:10.828418Z,59,89274.jpg,0.0,Peleteiro Romallo,0.1,False,,u,2,7,0,1356,12,6030,467,0.0,0.0,Jota,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,574,232,573,231,573,231,576,232,,,,,,,5,José Ignacio Peleteiro Romallo,MID
0.0,0.0,98770,0,0,0,0,0,1,0.0,0.0,0,Ørjan,0.0,35,False,Contract terminated on 5/10,2020-10-05T21:00:11.316167Z,40,98770.jpg,0.0,Nyland,10.8,False,,u,2,7,0,142785,367,432348,59002,0.0,0.0,Nyland,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,392,32,371,11,326,9,395,32,,,,,,,5,Ørjan Nyland,GK
100.0,100.0,108156,0,0,-1,1,0,2,0.0,-0.5,0,Bjorn,0.0,36,False,,2020-09-18T10:00:08.441455Z,44,108156.jpg,0.0,Engels,0.1,False,,a,2,7,0,10160,104,15983,130,0.0,0.0,Engels,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,438,168,417,165,380,151,442,168,,,,,,,5,Bjorn Engels,DEF
,,114283,1,-1,2,-2,1,3,9.5,9.0,3,Jack,9.5,37,True,,,72,114283.jpg,9.5,Grealish,23.2,False,,a,2,7,38,1188078,252570,317949,32738,1.3,5.3,Grealish,360,3,3,3,2,0,0,0,0,0,0,3,144,198.4,170.1,190.0,55.8,8,5,7,6,15,5,5,3,3.0,,7.0,,3.0,,5,Jack Grealish,MID
,,122806,0,0,0,0,0,3,6.8,6.3,5,John,6.8,38,False,,,55,122806.jpg,6.8,McGinn,1.9,False,,a,2,7,27,124726,43056,37126,6862,1.2,4.9,McGinn,360,1,4,3,2,0,0,0,3,0,0,2,101,138.4,142.7,64.0,34.5,23,10,12,8,76,42,26,12,2.0,,6.0,,,,5,John McGinn,MID
75.0,75.0,123354,0,0,-1,1,0,2,0.0,-0.4,0,Kortney,0.0,39,False,Groin Injury - 75% chance of playing,2020-10-01T22:30:14.186065Z,44,123354.jpg,0.0,Hause,0.1,False,,d,2,7,0,609,14,3273,208,0.0,0.0,Hause,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,440,169,419,166,382,152,444,169,,,,,,,5,Kortney Hause,DEF
,,148508,-1,1,-1,1,0,3,3.5,3.0,3,Mahmoud Ahmed,3.5,40,False,,,54,148508.jpg,3.5,Ibrahim Hassan,1.1,False,,a,2,7,14,31240,2924,56882,4703,0.6,2.6,Trézéguet,339,0,1,3,2,0,0,0,0,0,0,0,64,71.6,80.1,68.0,21.9,117,44,46,35,70,39,65,37,,,3.0,,,,5,Mahmoud Ahmed Ibrahim Hassan,MID
,,149484,1,-1,2,-2,2,2,7.5,7.0,7,Tyrone,7.5,41,True,,,52,149484.jpg,7.5,Mings,8.5,False,,a,2,7,30,504161,193259,86773,10821,1.4,5.8,Mings,360,1,1,3,2,0,0,0,1,0,0,3,108,135.8,13.7,44.0,19.5,26,7,225,66,109,19,77,16,,,,,,,5,Tyrone Mings,DEF
,,169359,0,0,0,0,0,2,4.2,3.7,6,Matt,4.2,42,False,,,45,169359.jpg,4.2,Targett,1.4,False,,a,2,7,17,71560,26418,38367,3952,0.9,3.8,Targett,360,0,0,3,2,0,0,0,2,0,0,0,75,31.8,27.8,10.0,7.1,245,98,163,44,233,73,248,83,6.0,,5.0,,,,5,Matt Targett,DEF
0.0,0.0,184386,0,0,0,0,0,2,0.0,0.0,0,James,0.0,43,False,Joined Luton Town on a permanent deal on 1/9,2020-09-02T09:00:10.425295Z,45,184386.jpg,0.0,Bree,0.0,False,,u,2,7,0,9770,7,10152,25,0.0,0.0,Bree,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,483,190,471,190,438,178,487,190,,,,,,,5,James Bree,DEF
,,184704,0,0,-1,1,0,3,0.2,-0.3,0,Marvelous,0.2,44,False,,,44,184704.jpg,0.5,Nakamba,0.4,False,,a,2,7,1,7920,1832,20303,1618,0.0,0.2,Nakamba,13,0,0,0,0,0,0,0,1,0,0,0,4,8.4,0.6,7.0,1.7,324,142,331,162,260,136,346,154,,,,,,,5,Marvelous Nakamba,MID
,,193488,-1,1,-2,2,0,3,0.0,-0.5,0,Anwar,0.0,45,False,,,58,193488.jpg,0.0,El Ghazi,0.1,False,,a,2,7,0,2395,146,7617,455,0.0,0.0,El Ghazi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,572,231,572,230,572,230,575,231,5.0,,2.0,,2.0,,5,Anwar El Ghazi,MID
,,199798,0,0,1,-1,1,2,7.0,6.5,6,Ezri,7.0,46,False,,,46,199798.jpg,7.0,Konsa Ngoyo,6.9,False,,a,2,7,28,517601,102884,114854,13472,1.5,6.1,Konsa,360,1,0,3,2,0,0,0,0,0,0,3,99,96.6,0.5,42.0,13.9,68,21,336,124,117,24,130,38,,,,,,,5,Ezri Konsa Ngoyo,DEF
,,203368,0,0,-1,1,0,2,0.0,-0.5,0,Frédéric,0.0,47,False,,,44,203368.jpg,0.0,Guilbert,0.1,False,,a,2,7,0,945,107,4816,350,0.0,0.0,Guilbert,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,446,174,426,171,391,158,450,174,,,,,,,5,Frédéric Guilbert,DEF
0.0,0.0,213345,0,0,0,0,0,4,0.0,0.0,0,Wesley,0.0,48,False,Knee injury - Unknown return date,2020-08-15T10:00:11.458856Z,60,213345.jpg,0.0,Moraes,0.0,False,,i,2,7,0,401,50,760,66,0.0,0.0,Wesley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,581,68,582,70,582,70,583,70,,,,,1.0,,5,Wesley Moraes,FWD
0.0,0.0,217487,0,0,-1,1,0,4,0.0,0.0,0,Mbwana,0.0,49,False,Joined Fenerbahce on a permanent deal on 25/9,2020-09-25T09:00:10.072147Z,59,217487.jpg,0.0,Samatta,0.0,False,,u,2,7,0,1509,8,7540,170,0.0,0.0,Samatta,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,578,66,578,68,578,68,580,68,,,,,,,5,Mbwana Samatta,FWD
75.0,,221239,0,0,-1,1,0,4,0.2,-0.3,0,Keinan,0.2,50,False,Calf injury - 75% chance of playing,2020-10-18T17:30:11.727273Z,44,221239.jpg,1.0,Davis,10.2,False,,d,2,7,1,391093,15232,724477,63014,0.0,0.2,Davis,28,0,0,0,0,0,0,0,0,0,0,0,3,4.4,12.9,6.0,2.3,346,36,234,32,268,43,328,41,,,,,,,5,Keinan Davis,FWD
0.0,0.0,223349,0,0,-1,1,0,4,0.0,0.0,0,Indiana,0.0,51,False,Joined Burton Albion on loan until the end of the season on 17/9. - Expected back 01 Jul,2020-09-17T16:30:17.739025Z,44,223349.jpg,0.0,Vassilev,0.9,False,,n,2,7,0,39012,2146,109353,5612,0.0,0.0,Vassilev,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,451,48,431,51,396,50,455,52,,,,,,,5,Indiana Vassilev,FWD
,,230046,0,0,0,0,0,3,2.2,1.7,2,Douglas Luiz,2.2,52,False,,,50,230046.jpg,2.2,Soares de Paulo,0.3,False,,a,2,7,9,9015,648,16535,1391,0.4,1.8,Douglas Luiz,345,0,0,3,2,0,0,0,2,0,0,0,30,42.4,21.7,35.0,10.0,200,82,187,111,141,73,191,89,,,4.0,,,,5,Douglas Luiz Soares de Paulo,MID
,,88894,0,0,-1,1,1,3,6.0,5.5,11,Ross,6.0,106,False,,,59,88894.jpg,5.0,Barkley,2.3,False,,a,2,7,20,162308,81322,32348,5763,1.0,3.4,Barkley,220,2,0,1,2,0,0,0,0,0,0,3,60,83.8,31.7,95.0,21.1,93,33,141,90,45,25,69,39,4.0,,,,,,5,Ross Barkley,MID
,,199796,0,0,0,0,0,2,4.5,4.0,6,Matthew,4.5,496,False,,,50,199796.jpg,4.5,Cash,0.7,False,,a,2,7,18,31489,7292,16278,1662,0.9,3.6,Cash,349,0,0,3,2,0,0,0,2,0,0,1,95,89.6,60.0,18.0,16.7,80,25,72,17,205,61,99,23,,,,,,,5,Matthew Cash,DEF
,,178301,0,0,0,0,1,4,6.2,5.7,2,Ollie,6.2,514,False,,,60,178301.jpg,6.2,Watkins,4.5,False,,a,2,7,25,366216,57270,129428,19789,1.0,4.2,Watkins,360,3,1,3,2,0,0,0,0,0,0,2,81,137.0,69.6,168.0,37.4,24,7,55,5,21,14,18,8,,,,,,,5,Ollie Watkins,FWD
100.0,100.0,110504,0,0,0,0,0,3,1.0,0.5,1,Bertrand,1.0,540,False,,2020-09-25T19:30:12.467719Z,60,110504.jpg,1.0,Traoré,0.0,False,,a,2,7,3,5215,303,3331,449,0.2,0.5,Traoré,18,0,0,0,0,0,0,0,0,0,0,0,9,5.6,2.0,47.0,5.5,340,153,303,153,102,54,272,125,,,,,,,5,Bertrand Traoré,MID
,,232653,0,0,0,0,0,3,0.3,-0.2,0,Jacob,0.3,554,False,,,45,232653.jpg,1.0,Ramsey,0.0,False,,a,2,7,1,2940,836,1110,346,0.1,0.2,Ramsey,13,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,493,192,481,192,451,175,497,192,,,,,,,5,Jacob Ramsey,MID
0.0,0.0,20529,0,0,-1,1,0,4,0.0,0.0,0,Glenn,0.0,53,False,Joined Watford on loan until the end of the season on 1/9. - Expected back 01 Jul,2020-09-02T09:00:10.449975Z,49,20529.jpg,0.0,Murray,0.1,False,,n,3,36,0,3995,134,14720,651,0.0,0.0,Murray,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,516,53,506,55,486,56,519,56,,,,,,,5,Glenn Murray,FWD
100.0,100.0,39155,0,0,-2,2,0,3,2.2,1.7,2,Adam,1.7,54,False,,2020-09-14T21:30:11.145732Z,63,39155.jpg,1.4,Lallana,0.5,False,,a,3,36,7,6961,497,59396,2023,0.3,1.1,Lallana,230,0,0,0,5,0,0,0,0,0,0,0,25,18.0,49.1,11.0,7.7,285,119,97,65,231,119,236,109,5.0,,,,,,5,Adam Lallana,MID
