element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,player_id,name,position,team
70.0,16.0,14.0,6.0,False,2020-09-20T13:00:00Z,0.0,3.0,2.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.2,0.0,0.0,0.4,45.0,-21416.0,1159789.0,61649.0,83065.0,70,Mathew Ryan,GK,3
70.0,19.0,13.0,1.0,True,2020-09-26T11:30:00Z,2.0,3.0,3.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,8.4,0.0,0.0,0.8,45.0,33686.0,1227969.0,143115.0,109429.0,70,Mathew Ryan,GK,3
70.0,32.0,7.0,0.0,False,2020-10-03T14:00:00Z,4.0,2.0,4.0,90.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,10.2,0.0,0.0,1.0,45.0,-23063.0,1214001.0,46393.0,69456.0,70,Mathew Ryan,GK,3
70.0,40.0,6.0,1.0,False,2020-10-18T13:00:00Z,1.0,1.0,5.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.4,0.0,0.0,0.3,45.0,-48683.0,1174518.0,55150.0,103833.0,70,Mathew Ryan,GK,3
71.0,7.0,5.0,1.0,True,2020-09-14T19:15:00Z,1.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.4,0.7,0.0,0.5,55.0,0.0,3104.0,0.0,0.0,71,Alireza Jahanbakhsh,MID,3
71.0,16.0,14.0,1.0,False,2020-09-20T13:00:00Z,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,10.4,18.0,3.0,55.0,-235.0,3804.0,305.0,540.0,71,Alireza Jahanbakhsh,MID,3
71.0,19.0,13.0,3.0,True,2020-09-26T11:30:00Z,2.0,3.0,3.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,24.2,30.4,10.0,6.5,55.0,-348.0,3886.0,304.0,652.0,71,Alireza Jahanbakhsh,MID,3
71.0,32.0,7.0,0.0,False,2020-10-03T14:00:00Z,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,-247.0,3920.0,386.0,633.0,71,Alireza Jahanbakhsh,MID,3
71.0,40.0,6.0,0.0,False,2020-10-18T13:00:00Z,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,-774.0,3195.0,52.0,826.0,71,Alireza Jahanbakhsh,MID,3
72.0,7.0,5.0,0.0,True,2020-09-14T19:15:00Z,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,133.0,0.0,0.0,72,José Izquierdo,MID,3
72.0,16.0,14.0,0.0,False,2020-09-20T13:00:00Z,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,-6.0,163.0,34.0,40.0,72,José Izquierdo,MID,3
72.0,19.0,13.0,0.0,True,2020-09-26T11:30:00Z,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,-9.0,161.0,9654.0,9663.0,72,José Izquierdo,MID,3
72.0,32.0,7.0,0.0,False,2020-10-03T14:00:00Z,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,-14.0,155.0,19.0,33.0,72,José Izquierdo,MID,3
72.0,40.0,6.0,0.0,False,2020-10-18T13:00:00Z,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,14.0,177.0,50.0,36.0,72,José Izquierdo,MID,3
73.0,7.0,5.0,0.0,True,2020-09-14T19:15:00Z,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,622.0,0.0,0.0,73,Matthew Clarke,DEF,3
73.0,16.0,14.0,0.0,False,2020-09-20T13:00:00Z,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,-118.0,546.0,47.0,165.0,73,Matthew Clarke,DEF,3
73.0,19.0,13.0,0.0,True,2020-09-26T11:30:00Z,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,-83.0,485.0,41.0,124.0,73,Matthew Clarke,DEF,3
73.0,32.0,7.0,0.0,False,2020-10-03T14:00:00Z,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,-20.0,476.0,43.0,63.0,73,Matthew Clarke,DEF,3
73.0,40.0,6.0,0.0,False,2020-10-18T13:00:00Z,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,-31.0,449.0,35.0,66.0,73,Matthew Clarke,DEF,3
74.0,7.0,5.0,1.0,True,2020-09-14T19:15:00Z,1.0,3.0,1.0,78.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.2,0.8,0.0,1.5,45.0,0.0,103827.0,0.0,0.0,74,Ben White,DEF,3
74.0,16.0,14.0,6.0,False,2020-09-20T13:00:00Z,0.0,3.0,2.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.8,3.8,0.0,1.7,45.0,-12682.0,96397.0,4037.0,16719.0,74,Ben White,DEF,3
74.0,19.0,13.0,0.0,True,2020-09-26T11:30:00Z,2.0,3.0,3.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,22.6,17.0,2.0,4.2,45.0,7469.0,111432.0,21069.0,13600.0,74,Ben White,DEF,3
74.0,32.0,7.0,0.0,False,2020-10-03T14:00:00Z,4.0,2.0,4.0,90.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,25.4,3.1,0.0,2.9,45.0,-5843.0,106517.0,5085.0,10928.0,74,Ben White,DEF,3
74.0,40.0,6.0,2.0,False,2020-10-18T13:00:00Z,1.0,1.0,5.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,3.6,6.0,2.4,45.0,-6696.0,101660.0,6049.0,12745.0,74,Ben White,DEF,3
75.0,7.0,5.0,0.0,True,2020-09-14T19:15:00Z,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,824870.0,0.0,0.0,75,Bernardo Fernandes da Silva Junior,DEF,3
75.0,16.0,14.0,0.0,False,2020-09-20T13:00:00Z,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,-58911.0,812242.0,35034.0,93945.0,75,Bernardo Fernandes da Silva Junior,DEF,3
75.0,19.0,13.0,0.0,True,2020-09-26T11:30:00Z,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,-72543.0,752348.0,36950.0,109493.0,75,Bernardo Fernandes da Silva Junior,DEF,3
75.0,32.0,7.0,0.0,False,2020-10-03T14:00:00Z,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,-51451.0,707680.0,17214.0,68665.0,75,Bernardo Fernandes da Silva Junior,DEF,3
75.0,40.0,6.0,0.0,False,2020-10-18T13:00:00Z,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,-59866.0,649911.0,14879.0,74745.0,75,Bernardo Fernandes da Silva Junior,DEF,3
76.0,7.0,5.0,2.0,True,2020-09-14T19:15:00Z,1.0,3.0,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.4,3.8,5.0,1.7,45.0,0.0,269810.0,0.0,0.0,76,Yves Bissouma,MID,3
76.0,16.0,14.0,0.0,False,2020-09-20T13:00:00Z,0.0,3.0,2.0,88.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.9,2.0,0.3,45.0,21711.0,314988.0,52550.0,30839.0,76,Yves Bissouma,MID,3
76.0,19.0,13.0,0.0,True,2020-09-26T11:30:00Z,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,-68822.0,242593.0,13774.0,82596.0,76,Yves Bissouma,MID,3
76.0,32.0,7.0,9.0,False,2020-10-03T14:00:00Z,4.0,2.0,4.0,90.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,47.4,8.3,15.0,7.1,45.0,-13257.0,233951.0,10162.0,23419.0,76,Yves Bissouma,MID,3
76.0,40.0,6.0,1.0,False,2020-10-18T13:00:00Z,1.0,1.0,5.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,6.6,14.6,32.0,5.3,45.0,17783.0,259023.0,66445.0,48662.0,76,Yves Bissouma,MID,3
77.0,7.0,5.0,3.0,True,2020-09-14T19:15:00Z,1.0,3.0,1.0,90.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,33.8,27.3,20.0,8.1,45.0,0.0,114860.0,0.0,0.0,77,Tariq Lamptey,DEF,3
77.0,16.0,14.0,4.0,False,2020-09-20T13:00:00Z,0.0,3.0,2.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.8,0.9,21.0,2.7,45.0,95722.0,255961.0,121019.0,25297.0,77,Tariq Lamptey,DEF,3
77.0,19.0,13.0,4.0,True,2020-09-26T11:30:00Z,2.0,3.0,3.0,90.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,2.5,2.0,1.5,46.0,173130.0,449371.0,246717.0,73587.0,77,Tariq Lamptey,DEF,3
77.0,32.0,7.0,0.0,False,2020-10-03T14:00:00Z,4.0,2.0,4.0,45.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,15.1,0.0,2.3,46.0,224217.0,710031.0,255139.0,30922.0,77,Tariq Lamptey,DEF,3
77.0,40.0,6.0,2.0,False,2020-10-18T13:00:00Z,1.0,1.0,5.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,47.0,24.0,8.6,47.0,20621.0,723139.0,114182.0,93561.0,77,Tariq Lamptey,DEF,3
78.0,7.0,5.0,1.0,True,2020-09-14T19:15:00Z,1.0,3.0,1.0,45.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,1.2,0.3,32.0,3.4,55.0,0.0,32205.0,0.0,0.0,78,Aaron Connolly,FWD,3
78.0,16.0,14.0,8.0,False,2020-09-20T13:00:00Z,0.0,3.0,2.0,89.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,34.8,11.3,23.0,6.9,55.0,-1161.0,35030.0,5332.0,6493.0,78,Aaron Connolly,FWD,3
78.0,19.0,13.0,2.0,True,2020-09-26T11:30:00Z,2.0,3.0,3.0,73.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.1,8.0,1.9,55.0,13526.0,55356.0,26823.0,13297.0,78,Aaron Connolly,FWD,3
78.0,32.0,7.0,2.0,False,2020-10-03T14:00:00Z,4.0,2.0,4.0,65.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.3,4.0,0.7,55.0,-1311.0,55125.0,10399.0,11710.0,78,Aaron Connolly,FWD,3
78.0,40.0,6.0,4.0,False,2020-10-18T13:00:00Z,1.0,1.0,5.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.2,10.3,2.0,3.0,55.0,-8992.0,46774.0,5860.0,14852.0,78,Aaron Connolly,FWD,3
79.0,7.0,5.0,2.0,True,2020-09-14T19:15:00Z,1.0,3.0,1.0,78.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.4,24.0,17.0,5.4,45.0,0.0,21938.0,0.0,0.0,79,Steven Alzate,MID,3
79.0,16.0,14.0,3.0,False,2020-09-20T13:00:00Z,0.0,3.0,2.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.8,13.8,2.0,2.3,45.0,7527.0,34504.0,13842.0,6315.0,79,Steven Alzate,MID,3
79.0,19.0,13.0,2.0,True,2020-09-26T11:30:00Z,2.0,3.0,3.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.8,34.7,4.0,5.5,45.0,28663.0,70040.0,47799.0,19136.0,79,Steven Alzate,MID,3
79.0,32.0,7.0,1.0,False,2020-10-03T14:00:00Z,4.0,2.0,4.0,81.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,10.0,17.0,0.0,2.7,45.0,24857.0,98255.0,40880.0,16023.0,79,Steven Alzate,MID,3
79.0,40.0,6.0,0.0,False,2020-10-18T13:00:00Z,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,-9491.0,86018.0,6402.0,15893.0,79,Steven Alzate,MID,3
80.0,7.0,5.0,0.0,True,2020-09-14T19:15:00Z,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,3939.0,0.0,0.0,80,Alexis Mac Allister,MID,3
80.0,16.0,14.0,0.0,False,2020-09-20T13:00:00Z,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,-533.0,4108.0,156.0,689.0,80,Alexis Mac Allister,MID,3
80.0,19.0,13.0,0.0,True,2020-09-26T11:30:00Z,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,-864.0,3458.0,83.0,947.0,80,Alexis Mac Allister,MID,3
80.0,32.0,7.0,0.0,False,2020-10-03T14:00:00Z,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,-443.0,3108.0,93.0,536.0,80,Alexis Mac Allister,MID,3
80.0,40.0,6.0,9.0,False,2020-10-18T13:00:00Z,1.0,1.0,5.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,36.2,0.5,7.0,4.4,53.0,-272.0,2952.0,84.0,356.0,80,Alexis Mac Allister,MID,3
503.0,7.0,5.0,0.0,True,2020-09-14T19:15:00Z,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,107597.0,0.0,0.0,503,Christian Walton,GK,3
503.0,16.0,14.0,0.0,False,2020-09-20T13:00:00Z,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,-9208.0,101857.0,2437.0,11645.0,503,Christian Walton,GK,3
503.0,19.0,13.0,0.0,True,2020-09-26T11:30:00Z,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,-7810.0,96007.0,2973.0,10783.0,503,Christian Walton,GK,3
503.0,32.0,7.0,0.0,False,2020-10-03T14:00:00Z,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,-3823.0,93659.0,2286.0,6109.0,503,Christian Walton,GK,3
503.0,40.0,6.0,0.0,False,2020-10-18T13:00:00Z,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,-5932.0,89181.0,3493.0,9425.0,503,Christian Walton,GK,3
528.0,7.0,5.0,0.0,True,2020-09-14T19:15:00Z,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,528,Jason Steele,GK,3
528.0,16.0,14.0,0.0,False,2020-09-20T13:00:00Z,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,5600.0,11147.0,6959.0,1359.0,528,Jason Steele,GK,3
528.0,19.0,13.0,0.0,True,2020-09-26T11:30:00Z,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,11160.0,27517.0,16637.0,5477.0,528,Jason Steele,GK,3
528.0,32.0,7.0,0.0,False,2020-10-03T14:00:00Z,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,5263.0,35099.0,7664.0,2401.0,528,Jason Steele,GK,3
528.0,40.0,6.0,0.0,False,2020-10-18T13:00:00Z,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,11454.0,49960.0,15803.0,4349.0,528,Jason Steele,GK,3
550.0,19.0,13.0,0.0,True,2020-09-26T11:30:00Z,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,550,Jayson Molumby,MID,3
550.0,32.0,7.0,0.0,False,2020-10-03T14:00:00Z,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,279.0,456.0,359.0,80.0,550,Jayson Molumby,MID,3
550.0,40.0,6.0,0.0,False,2020-10-18T13:00:00Z,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,145.0,763.0,301.0,156.0,550,Jayson Molumby,MID,3
574.0,40.0,6.0,0.0,False,2020-10-18T13:00:00Z,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,244.0,462.0,301.0,57.0,574,Andi Zeqiri,FWD,3
55.0,7.0,5.0,0.0,True,2020-09-14T19:15:00Z,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,849631.0,0.0,0.0,55,Dale Stephens,MID,4
55.0,14.0,9.0,0.0,False,2020-09-20T18:00:00Z,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,-110033.0,635661.0,6747.0,140182.0,55,Dale Stephens,MID,4
55.0,20.0,16.0,2.0,True,2020-09-26T19:00:00Z,0.0,1.0,3.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.8,4.1,13.0,3.1,45.0,-22133.0,612961.0,4637.0,26770.0,55,Dale Stephens,MID,4
55.0,36.0,14.0,2.0,False,2020-10-03T19:00:00Z,3.0,1.0,4.0,67.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,2.5,8.0,1.7,44.0,18947.0,660276.0,82706.0,63759.0,55,Dale Stephens,MID,4
55.0,48.0,18.0,0.0,False,2020-10-19T16:30:00Z,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,-50184.0,608815.0,55135.0,105319.0,55,Dale Stephens,MID,4
81.0,14.0,9.0,0.0,False,2020-09-20T18:00:00Z,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,-44155.0,347655.0,7804.0,51959.0,81,James Tarkowski,DEF,4
81.0,20.0,16.0,0.0,True,2020-09-26T19:00:00Z,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,-91242.0,256219.0,1213.0,92455.0,81,James Tarkowski,DEF,4
81.0,36.0,14.0,0.0,False,2020-10-03T19:00:00Z,3.0,1.0,4.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,24.0,10.5,29.0,6.4,54.0,-43754.0,217072.0,1677.0,45431.0,81,James Tarkowski,DEF,4
81.0,48.0,18.0,6.0,False,2020-10-19T16:30:00Z,0.0,0.0,5.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.6,10.3,4.0,3.5,54.0,-14754.0,207302.0,8172.0,22926.0,81,James Tarkowski,DEF,4
82.0,14.0,9.0,-1.0,False,2020-09-20T18:00:00Z,4.0,2.0,2.0,90.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,11.8,1.0,6.0,1.9,45.0,-815.0,38923.0,3415.0,4230.0,82,Phil Bardsley,DEF,4
82.0,20.0,16.0,1.0,True,2020-09-26T19:00:00Z,0.0,1.0,3.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,13.6,10.1,0.0,2.4,45.0,-1879.0,38080.0,4011.0,5890.0,82,Phil Bardsley,DEF,4
82.0,36.0,14.0,1.0,False,2020-10-03T19:00:00Z,3.0,1.0,4.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,1.8,0.0,0.8,45.0,-2642.0,35951.0,1198.0,3840.0,82,Phil Bardsley,DEF,4
82.0,48.0,18.0,0.0,False,2020-10-19T16:30:00Z,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,-2741.0,33744.0,1453.0,4194.0,82,Phil Bardsley,DEF,4
83.0,14.0,9.0,-2.0,False,2020-09-20T18:00:00Z,4.0,2.0,2.0,50.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.7,17.0,1.7,45.0,-1476.0,85013.0,9662.0,11138.0,83,Erik Pieters,DEF,4
83.0,20.0,16.0,0.0,True,2020-09-26T19:00:00Z,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,-11025.0,75005.0,6425.0,17450.0,83,Erik Pieters,DEF,4
83.0,36.0,14.0,0.0,False,2020-10-03T19:00:00Z,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,-13830.0,61630.0,535.0,14365.0,83,Erik Pieters,DEF,4
83.0,48.0,18.0,6.0,False,2020-10-19T16:30:00Z,0.0,0.0,5.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.6,1.3,0.0,0.9,44.0,-12016.0,50162.0,572.0,12588.0,83,Erik Pieters,DEF,4
84.0,14.0,9.0,0.0,False,2020-09-20T18:00:00Z,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,-295.0,1333.0,45.0,340.0,84,Jack Cork,MID,4
84.0,20.0,16.0,0.0,True,2020-09-26T19:00:00Z,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,-170.0,1200.0,9641.0,9811.0,84,Jack Cork,MID,4
84.0,36.0,14.0,0.0,False,2020-10-03T19:00:00Z,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,-84.0,1129.0,20.0,104.0,84,Jack Cork,MID,4
84.0,48.0,18.0,0.0,False,2020-10-19T16:30:00Z,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,29.0,1176.0,104.0,75.0,84,Jack Cork,MID,4
85.0,14.0,9.0,0.0,False,2020-09-20T18:00:00Z,4.0,2.0,2.0,90.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.8,10.2,6.0,3.9,45.0,-563.0,15118.0,881.0,1444.0,85,Kevin Long,DEF,4
