chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,gw,name,position
,,168399,0,0,0,0,0,1,0.0,-0.5,0,Will,0.0,583,False,,,40,168399.jpg,0.0,Norris,0.1,False,,a,4,90,0,3891,157,521,92,0.0,0.0,Norris,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,410,35,392,15,354,12,414,35,,,,,,,7,Will Norris,GK
,,461450,0,0,0,0,0,4,1.1,0.6,0,Max,0.0,591,False,,,45,461450.jpg,0.0,Thompson,0.0,False,,a,4,90,0,81,81,11,11,0.0,0.0,Thompson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,514,53,501,56,477,56,518,57,,,,,,,7,Max Thompson,FWD
,,461096,0,0,0,0,0,4,1.1,0.6,0,Lewis,0.0,592,False,,,45,461096.jpg,0.0,Richardson,0.0,False,,a,4,90,0,123,123,13,13,0.0,0.0,Richardson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,513,52,500,55,476,55,517,56,,,,,,,7,Lewis Richardson,FWD
,,20310,0,0,-2,2,0,1,0.5,0.5,0,Willy,0.0,101,False,,,48,20310.jpg,1.0,Caballero,0.3,False,,a,5,8,1,4475,30,15485,247,0.0,0.2,Caballero,90,0,0,0,3,0,0,0,0,0,0,0,7,4.2,0.0,0.0,0.4,367,24,508,50,486,49,388,24,,,,,,,7,Willy Caballero,GK
,,41328,0,0,-1,1,0,2,3.5,3.5,0,César,3.0,102,False,,,59,41328.jpg,3.4,Azpilicueta,4.2,False,,a,5,8,17,66628,1707,296182,7344,0.5,2.9,Azpilicueta,320,0,1,2,3,0,0,0,1,0,0,0,72,71.8,39.2,33.0,14.4,166,66,146,37,172,46,165,52,,,,,,,7,César Azpilicueta,DEF
,,44346,0,0,-3,3,0,4,0.7,0.7,1,Olivier,0.2,103,False,,,67,44346.jpg,1.0,Giroud,0.6,False,,a,5,8,2,11320,131,67141,584,0.0,0.3,Giroud,30,0,0,0,0,0,0,0,0,0,0,0,5,0.0,3.6,6.0,1.0,592,73,312,45,298,49,378,47,,,4.0,,,,7,Olivier Giroud,FWD
,,82263,0,0,-2,2,0,2,0.5,0.5,0,Marcos,0.0,104,False,,,58,82263.jpg,0.7,Alonso,1.9,False,,a,5,8,2,34825,431,154045,2551,0.0,0.3,Alonso,225,0,0,0,6,0,0,0,1,0,0,0,36,37.0,28.1,20.0,8.5,250,100,183,49,217,64,254,90,,,2.0,,,,7,Marcos Alonso,DEF
100.0,100.0,85955,0,0,3,-3,2,3,6.5,6.5,1,Jorge Luiz,6.0,105,False,,2020-09-14T21:30:11.281378Z,53,85955.jpg,6.0,Frello Filho,13.7,False,,a,5,8,36,1130243,14989,425171,37481,1.1,6.8,Jorginho,436,3,2,2,6,0,0,1,0,0,0,4,131,172.8,64.5,77.0,31.5,22,9,99,65,74,44,52,28,,,,,1.0,,7,Jorge Luiz Frello Filho,MID
100.0,100.0,91651,0,0,-1,1,0,3,0.7,0.7,0,Mateo,0.2,107,False,,2020-08-15T10:00:11.528964Z,54,91651.jpg,1.3,Kovacic,0.3,False,,a,5,8,4,19675,109,24084,588,0.0,0.7,Kovacic,130,0,0,0,5,0,0,0,0,0,0,0,22,8.4,10.9,1.0,2.0,351,158,282,151,334,162,362,162,,,,,,,7,Mateo Kovacic,MID
,,102380,0,0,-4,4,0,2,0.5,0.5,0,Antonio,0.0,109,False,,,46,102380.jpg,0.0,Rüdiger,0.8,False,,a,5,8,0,18030,408,121335,1091,0.0,0.0,Rüdiger,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,515,197,502,197,478,186,519,197,,,,,,,7,Antonio Rüdiger,DEF
,,103192,1,-1,2,-2,3,2,9.7,9.7,14,Kurt,9.2,110,True,,,52,103192.jpg,7.7,Zouma,9.2,False,,a,5,8,46,647689,140301,135617,2093,1.8,8.8,Zouma,540,3,0,3,6,0,0,0,0,0,0,6,162,216.4,14.9,93.0,32.5,11,1,248,75,56,2,49,7,,,,,,,7,Kurt Zouma,DEF
,,109533,0,0,-2,2,0,2,0.5,0.5,0,Emerson,0.0,111,False,,,48,109533.jpg,0.0,Palmieri dos Santos,0.1,False,,a,5,8,0,2421,46,9183,178,0.0,0.0,Emerson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,526,200,515,200,494,189,530,200,5.0,,3.0,,,,7,Emerson Palmieri dos Santos,DEF
50.0,50.0,109745,0,0,-2,2,0,1,0.5,0.5,0,Kepa,0.5,112,False,Shoulder injury - 50% chance of playing,2020-10-23T13:00:21.237423Z,48,109745.jpg,2.0,Arrizabalaga,0.8,False,,d,5,8,6,42961,20,147211,1532,0.1,1.2,Arrizabalaga,270,0,0,0,6,0,0,0,0,0,8,0,40,50.8,0.0,0.0,5.0,212,19,516,52,495,51,312,20,,,,,,,7,Kepa Arrizabalaga,GK
100.0,100.0,116594,0,0,-1,1,0,3,3.0,3.0,3,N'Golo,2.5,113,False,,2020-10-03T16:30:19.172004Z,49,116594.jpg,2.3,Kanté,3.3,False,,a,5,8,16,109167,2255,222289,3350,0.5,3.3,Kanté,622,0,0,3,9,0,0,0,1,0,0,0,101,94.0,43.6,19.0,15.8,114,42,138,85,219,114,145,76,,,,,,,7,N'Golo Kanté,MID
100.0,100.0,124183,1,-1,0,0,1,3,4.5,4.5,14,Hakim,4.0,114,False,,2020-08-29T17:30:07.487245Z,80,124183.jpg,5.3,Ziyech,3.5,False,,a,5,8,16,230142,139413,136762,1428,0.5,2.0,Ziyech,99,1,1,1,1,0,0,0,0,0,0,3,48,54.0,32.4,11.0,9.8,203,80,168,105,255,128,232,105,1.0,,,,,,7,Hakim Ziyech,MID
,,135363,-1,1,-2,2,0,2,0.7,0.7,0,Andreas,0.2,116,False,,,48,135363.jpg,0.0,Christensen,0.3,False,,a,5,8,0,7693,105,17622,428,0.0,0.0,Christensen,315,0,0,0,9,0,0,0,1,1,0,0,41,70.0,4.1,20.0,9.5,171,69,310,104,215,62,238,80,,,,,,,7,Andreas Christensen,DEF
100.0,100.0,165153,0,0,-2,2,1,4,7.3,7.3,7,Timo,6.8,117,False,,2020-09-15T00:00:14.393762Z,93,165153.jpg,5.1,Werner,20.9,False,,a,5,8,36,730541,23365,2418636,10370,0.7,3.9,Werner,609,3,2,3,8,0,0,0,0,0,0,4,138,159.6,86.1,297.0,54.3,29,9,61,4,10,6,13,5,,,,,2.0,,7,Timo Werner,FWD
,,173879,0,0,-3,3,0,4,3.5,3.5,5,Tammy,3.0,118,False,,,72,173879.jpg,3.2,Abraham,2.1,False,,a,5,8,19,57250,1063,227981,1664,0.4,2.6,Abraham,287,1,2,2,4,0,0,0,0,0,0,0,59,67.4,28.1,152.0,24.9,172,18,184,25,35,19,74,19,,,,,,,7,Tammy Abraham,FWD
25.0,100.0,176413,0,0,-2,2,0,3,0.5,2.0,0,Christian,1.5,119,False,Hamstring injury - 25% chance of playing,2020-10-31T18:00:12.906132Z,83,176413.jpg,2.0,Pulisic,3.8,False,,d,5,8,6,258875,2598,704455,32365,0.2,0.7,Pulisic,173,0,0,1,2,0,0,0,0,0,0,0,20,26.4,14.1,72.0,11.3,289,119,253,143,84,47,205,96,,,,,,,7,Christian Pulisic,MID
,,184341,0,0,-2,2,1,3,2.7,2.7,6,Mason,2.2,120,False,,,68,184341.jpg,4.2,Mount,4.9,False,,a,5,8,25,270468,3751,515407,5091,0.3,3.7,Mount,449,1,2,1,8,0,0,0,0,0,0,2,109,127.0,155.8,159.0,44.2,57,20,18,13,32,14,23,12,4.0,,1.0,,,,7,Mason Mount,MID
,,194794,0,0,-2,2,0,2,0.5,0.5,0,Fikayo,0.0,121,False,,,48,194794.jpg,0.0,Tomori,0.3,False,,a,5,8,0,5821,80,18377,339,0.0,0.0,Tomori,45,0,0,0,2,0,0,0,0,0,0,0,8,26.6,0.1,0.0,2.7,286,115,370,141,502,193,344,127,,,,,,,7,Fikayo Tomori,DEF
,,209046,0,0,-2,2,0,3,1.5,1.5,1,Callum,1.0,122,False,,,58,209046.jpg,2.8,Hudson-Odoi,0.3,False,,a,5,8,11,21047,193,36968,601,0.2,1.9,Hudson-Odoi,154,1,0,1,0,0,0,0,0,0,0,0,47,49.6,70.4,53.0,17.3,214,85,88,61,116,63,135,71,6.0,,,,,,7,Callum Hudson-Odoi,MID
,,225796,0,0,0,0,2,2,4.3,4.3,6,Reece,3.8,123,False,,,50,225796.jpg,5.2,James,11.5,False,,a,5,8,31,1020673,18688,737139,5441,0.8,6.2,James,453,1,1,2,7,0,0,0,1,0,0,6,145,165.2,138.9,50.0,35.6,25,4,28,6,121,26,39,4,3.0,,,,,,7,Reece James,DEF
0.0,0.0,243568,0,0,-1,1,0,3,0.0,0.0,0,Billy,0.0,124,False,Knee injury - Expected back 21 Nov,2020-08-15T10:00:11.591471Z,44,243568.jpg,0.0,Gilmour,0.1,False,,i,5,8,0,2355,61,7550,128,0.0,0.0,Gilmour,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,475,185,458,184,429,171,480,185,,,,,,,7,Billy Gilmour,MID
100.0,100.0,172850,1,-1,4,-4,1,2,8.7,8.7,6,Benjamin,8.2,232,False,,2020-10-13T20:30:13.983738Z,59,172850.jpg,8.2,Chilwell,22.3,False,,a,5,8,33,1637438,85280,192084,6186,1.4,5.6,Chilwell,360,1,2,3,3,0,0,0,1,0,0,3,129,140.8,151.3,56.0,34.9,41,12,19,5,111,21,43,5,2.0,,,,,,7,Benjamin Chilwell,DEF
100.0,100.0,51090,0,0,0,0,0,2,5.3,5.3,6,Thiago,4.8,490,False,,2020-10-16T13:30:23.625681Z,55,51090.jpg,5.0,Thiago,2.6,False,,a,5,8,20,113878,8716,160487,1758,0.9,3.6,Thiago Silva,342,0,0,3,3,0,0,0,0,0,0,1,100,104.6,17.0,19.0,14.1,96,30,234,69,222,67,173,57,,,,,,,7,Thiago Thiago,DEF
,,219847,0,0,-1,1,0,3,5.0,5.0,3,Kai,4.5,500,False,,,84,219847.jpg,3.7,Havertz,8.0,False,,a,5,8,26,500612,8580,825184,26457,0.5,3.1,Havertz,550,1,2,3,7,0,0,0,1,0,0,0,92,109.0,126.4,84.0,32.0,88,34,32,24,67,40,51,27,,,,,,,7,Kai Havertz,MID
100.0,100.0,228286,0,0,0,0,0,1,5.3,5.3,6,Edouard,4.8,548,False,,2020-10-09T00:00:14.848511Z,50,228286.jpg,6.3,Mendy,3.8,False,,a,5,8,19,317227,50522,81112,1673,1.0,3.8,Mendy,270,0,0,3,0,0,0,0,0,0,4,0,66,27.2,0.0,0.0,2.7,282,22,556,59,550,59,345,22,,,,,,,7,Edouard Mendy,GK
,,431019,0,0,0,0,0,1,1.5,1.5,0,Karlo,0.0,593,False,,,40,431019.jpg,0.0,Ziger,0.0,False,,a,5,8,0,505,505,39,39,0.0,0.0,Ziger,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,422,39,404,19,369,16,426,39,,,,,,,7,Karlo Ziger,GK
100.0,100.0,94245,0,0,-2,2,0,4,3.0,2.5,2,Michy,3.0,108,False,,2020-09-27T12:30:10.890923Z,58,94245.jpg,2.8,Batshuayi,0.8,False,,a,6,31,14,37458,1128,130091,1035,0.5,2.4,Batshuayi,279,0,2,1,3,0,0,0,0,0,0,0,35,37.8,15.0,109.0,16.0,246,29,247,34,50,22,143,23,,,,,,,7,Michy Batshuayi,FWD
75.0,75.0,19419,0,0,0,0,0,2,0.4,0.0,0,Gary,0.5,125,False,Shin injury - 75% chance of playing,2020-10-18T23:00:21.692108Z,45,19419.jpg,2.0,Cahill,0.1,False,,d,6,31,2,3836,36,5476,118,0.1,0.4,Cahill,90,0,0,0,1,0,0,0,0,0,0,0,14,26.0,0.0,0.0,2.6,290,117,464,187,435,174,347,129,,,,,,,7,Gary Cahill,DEF
0.0,0.0,20066,0,0,-1,1,0,1,0.0,0.0,0,Wayne,0.0,126,False,Muscle injury - Unknown return date,2020-10-15T01:00:16.946989Z,44,20066.jpg,0.0,Hennessey,0.5,False,,i,6,31,0,5962,10,30464,555,0.0,0.0,Hennessey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,443,45,425,25,393,22,448,45,,,,,,,7,Wayne Hennessey,GK
100.0,100.0,40784,0,0,0,0,0,2,0.2,-0.3,0,Mamadou,0.2,127,False,,2020-08-15T10:00:11.633422Z,45,40784.jpg,1.0,Sakho,0.3,False,,a,6,31,4,21711,254,14069,580,0.0,0.9,Sakho,275,0,0,0,8,0,0,0,0,0,0,0,33,36.6,1.6,6.0,4.5,252,101,335,122,291,96,319,113,,,,,,,7,Mamadou Sakho,DEF
,,40836,0,0,0,0,1,1,1.0,0.5,2,Vicente,1.0,128,False,,,50,40836.jpg,2.7,Guaita,4.3,False,,a,6,31,19,292935,843,207294,6610,0.2,3.8,Guaita,630,0,0,1,11,0,0,0,2,0,20,3,104,144.6,0.0,0.0,14.5,39,7,548,56,537,55,163,8,,,,,,,7,Vicente Guaita,GK
100.0,100.0,49413,0,0,0,0,0,2,0.0,-0.5,0,James,0.0,129,False,,2020-08-15T10:00:11.660937Z,45,49413.jpg,0.0,Tomkins,0.0,False,,a,6,31,0,952,43,682,34,0.0,0.0,Tomkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,485,188,468,188,440,176,489,188,,,,,,,7,James Tomkins,DEF
,,50471,-1,1,-2,2,0,3,0.8,0.3,0,James,0.8,130,False,,,53,50471.jpg,1.8,McArthur,0.1,False,,a,6,31,9,3446,25,10728,232,0.2,1.7,McArthur,428,0,0,1,6,0,0,0,2,0,0,0,48,76.8,45.6,13.0,13.6,147,56,131,81,245,121,177,85,,,,,,,7,James McArthur,MID
75.0,75.0,50472,0,0,0,0,0,3,0.4,0.0,0,James,0.5,131,False,Hamstring injury - 75% chance of playing,2020-10-14T10:00:21.275991Z,45,50472.jpg,2.0,McCarthy,1.6,False,,d,6,31,8,104890,34,169585,2554,0.1,1.8,McCarthy,316,0,0,1,5,0,0,0,1,0,0,0,44,47.4,24.6,8.0,8.0,217,88,200,119,271,138,260,116,5.0,,,,,,7,James McCarthy,MID
100.0,100.0,54861,0,0,0,0,0,4,0.5,0.0,1,Christian,0.5,132,False,,2020-09-06T03:00:11.019701Z,55,54861.jpg,1.0,Benteke,0.2,False,,a,6,31,3,17023,152,23644,252,0.1,0.5,Benteke,16,0,0,0,1,0,0,0,0,0,0,0,8,4.0,0.3,8.0,1.2,368,41,368,49,278,45,375,46,,,,,,,7,Christian Benteke,FWD
,,55037,0,0,0,0,0,3,2.0,1.5,2,Cheikhou,2.0,133,False,,,50,55037.jpg,3.1,Kouyaté,0.7,False,,a,6,31,22,59505,657,37558,1187,0.4,4.4,Kouyaté,630,1,0,1,11,0,0,0,0,0,0,2,99,148.0,11.9,65.0,22.6,34,12,271,148,92,53,88,51,,,,,,,7,Cheikhou Kouyaté,MID
25.0,25.0,55494,0,0,0,0,0,2,0.1,0.0,0,Joel,0.5,134,False,Groin Injury - 25% chance of playing,2020-10-29T14:30:19.985440Z,45,55494.jpg,1.8,Ward,1.3,False,,d,6,31,9,56442,6,96749,5016,0.1,2.0,Ward,450,0,0,1,8,0,0,0,2,0,0,0,46,66.8,15.7,4.0,8.7,173,70,240,71,304,103,249,88,,,,,,,7,Joel Ward,DEF
,,58786,0,0,-2,2,0,2,0.0,-0.5,0,Martin,0.0,135,False,,,43,58786.jpg,0.0,Kelly,0.5,False,,a,6,31,0,5956,116,55529,648,0.0,0.0,Kelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,430,164,411,162,378,146,434,163,,,,,,,7,Martin Kelly,DEF
0.0,0.0,59125,0,0,0,0,0,4,0.0,0.0,0,Connor,0.0,136,False,Muscle injury - Unknown return date,2020-09-06T03:00:11.034332Z,45,59125.jpg,0.0,Wickham,0.7,False,,i,6,31,0,28811,76,74452,1041,0.0,0.0,Wickham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,487,50,471,53,443,53,491,54,,,,,,,7,Connor Wickham,FWD
,,60252,0,0,0,0,0,3,2.0,1.5,2,Andros,2.0,137,False,,,60,60252.jpg,4.3,Townsend,2.9,False,,a,6,31,30,341343,2030,223395,8351,0.3,5.0,Townsend,611,1,2,1,11,0,0,0,0,0,0,4,106,168.6,182.9,66.0,41.8,23,10,10,8,90,52,29,14,3.0,,3.0,,,,7,Andros Townsend,MID
0.0,,66975,0,0,-3,3,0,3,0.0,0.3,-1,Luka,0.8,138,False,Suspended until 05 Dec,2020-10-30T23:00:17.434588Z,57,66975.jpg,0.8,Milivojevic,0.3,False,,s,6,31,5,5976,25,47511,1204,0.1,0.9,Milivojevic,223,0,0,0,6,0,0,0,0,1,0,0,32,30.8,49.5,2.0,8.1,273,111,125,76,325,159,258,115,1.0,,1.0,,1.0,,7,Luka Milivojevic,MID
100.0,100.0,74230,0,0,-1,1,0,2,0.2,-0.3,0,Patrick,0.2,139,False,,2020-08-15T10:00:11.682747Z,54,74230.jpg,0.5,van Aanholt,0.3,False,,a,6,31,1,22142,2917,10497,555,0.0,0.2,van Aanholt,108,0,0,0,3,0,0,0,1,0,0,0,8,14.2,19.3,14.0,4.8,323,130,225,64,242,81,315,110,2.0,,2.0,,2.0,,7,Patrick van Aanholt,DEF
100.0,100.0,80146,0,0,-3,3,0,4,0.8,0.3,1,Jordan,0.8,140,False,,2020-10-18T17:30:11.950512Z,57,80146.jpg,2.4,Ayew,1.8,False,,a,6,31,12,74898,525,390396,2146,0.1,2.1,Ayew,359,0,1,1,7,0,0,0,0,0,0,0,16,28.0,7.0,72.0,10.7,279,32,292,42,83,24,212,27,,,,,4.0,,7,Jordan Ayew,FWD
100.0,100.0,82403,0,0,3,-3,2,3,6.2,5.7,1,Wilfried,6.2,141,True,,2020-10-16T22:00:20.908105Z,73,82403.jpg,7.0,Zaha,27.6,False,,a,6,31,49,2046160,61204,849612,31349,0.8,6.7,Zaha,630,5,1,1,11,0,0,0,2,0,0,8,129,215.0,127.1,312.0,65.5,12,6,31,23,6,3,5,4,,,,,3.0,,7,Wilfried Zaha,MID
100.0,100.0,86417,0,0,0,0,0,3,2.0,1.5,2,Jeffrey,2.0,142,False,,2020-09-27T22:00:12.368852Z,55,86417.jpg,3.4,Schlupp,0.1,False,,a,6,31,17,8662,63,11230,112,0.4,3.1,Schlupp,380,0,1,4,2,0,0,0,1,0,0,1,57,72.6,52.2,59.0,18.4,161,63,113,72,102,56,124,67,,,,,,,7,Jeffrey Schlupp,MID
,,141020,0,0,-2,2,0,3,0.0,-0.5,0,Max,0.0,143,False,,,48,141020.jpg,0.0,Meyer,0.0,False,,a,6,31,0,1141,22,3061,58,0.0,0.0,Meyer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,527,209,517,208,496,199,531,209,,,,,,,7,Max Meyer,MID
100.0,100.0,173954,0,0,-1,1,1,3,3.5,3.0,2,Jairo,3.5,144,False,,2020-10-24T17:00:21.697186Z,44,173954.jpg,3.0,Riedewald,1.0,False,,a,6,31,15,80955,8096,29088,1598,0.8,3.4,Riedewald,284,1,0,1,5,0,0,0,0,0,0,1,59,86.0,29.9,17.0,13.4,130,50,179,109,231,117,180,87,,,,,,,7,Jairo Riedewald,MID
0.0,0.0,232423,0,0,0,0,0,2,0.0,0.0,0,Nathan,0.0,145,False,Knee injury - Unknown return date,2020-08-26T09:30:07.992498Z,40,232423.jpg,0.0,Ferguson,0.9,False,,i,6,31,0,24817,65,74982,936,0.0,0.0,Ferguson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,419,157,401,156,366,138,423,156,,,,,,,7,Nathan Ferguson,DEF
75.0,75.0,244723,0,0,2,-2,0,2,0.6,0.2,0,Tyrick,0.8,146,False,Knock - 75% chance of playing,2020-10-29T14:30:20.039083Z,42,244723.jpg,2.5,Mitchell,25.1,False,,d,6,31,15,1261840,2315,476776,48024,0.2,3.6,Mitchell,540,0,1,1,9,0,0,0,1,0,0,0,71,90.2,12.8,19.0,12.2,119,42,264,81,218,65,196,66,,,,,,,7,Tyrick Mitchell,DEF
,,466955,0,0,-1,1,0,3,0.0,-0.5,0,Brandon,0.0,147,False,,,44,466955.jpg,0.0,Pierrick,0.1,False,,a,6,31,0,5336,89,6115,171,0.0,0.0,Pierrick,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,480,189,462,188,433,175,484,189,,,,,,,7,Brandon Pierrick,MID
100.0,100.0,19188,0,0,-1,1,0,2,0.8,0.3,1,Scott,0.8,486,False,,2020-09-25T09:00:10.989226Z,44,19188.jpg,3.3,Dann,0.7,False,,a,6,31,10,46999,542,59224,556,0.2,2.3,Dann,270,0,0,1,3,0,0,0,0,0,0,1,50,50.8,1.5,42.0,9.4,211,88,338,123,144,33,240,82,,,,,,,7,Scott Dann,DEF
100.0,100.0,232413,0,0,-2,2,0,3,1.0,0.5,1,Eberechi,1.0,489,False,,2020-09-06T03:00:11.308404Z,58,232413.jpg,1.3,Eze,0.3,False,,a,6,31,8,16497,113,36150,573,0.2,1.4,Eze,227,0,0,0,8,0,0,0,0,0,0,0,27,30.6,40.9,81.0,15.3,275,113,142,89,71,42,148,79,4.0,,,,,,7,Eberechi Eze,MID
100.0,100.0,221272,0,0,0,0,0,2,0.0,-0.5,0,Sam,0.0,522,False,,2020-09-15T22:30:15.910235Z,40,221272.jpg,0.0,Woods,0.7,False,,a,6,31,0,49466,445,20736,793,0.0,0.0,Woods,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,418,156,400,155,364,136,422,155,,,,,,,7,Sam Woods,DEF
0.0,0.0,114536,0,0,0,0,0,2,0.0,0.0,0,Ryan,0.0,534,False,Transferred to Charlton Athletic,2020-10-14T08:31:08.806610Z,40,114536.jpg,0.0,Inniss,0.1,False,,u,6,31,0,4542,3,4350,102,0.0,0.0,Inniss,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,409,151,391,150,352,128,413,150,,,,,,,7,Ryan Inniss,DEF
,,57328,0,0,0,0,0,2,2.3,1.8,1,Nathaniel,2.3,577,False,,,45,57328.jpg,3.5,Clyne,0.1,False,,a,6,31,7,9356,1453,1610,232,0.5,1.6,Clyne,161,0,0,1,2,0,0,0,0,0,0,0,37,18.4,17.2,18.0,5.4,311,127,233,68,226,71,302,105,,,,,,,7,Nathaniel Clyne,DEF
,,42525,0,0,0,0,0,1,0.0,-0.5,0,Stephen,0.0,578,False,,,40,42525.jpg,0.0,Henderson,0.2,False,,a,6,31,0,14374,710,1723,213,0.0,0.0,Henderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,401,28,383,8,344,5,405,28,,,,,,,7,Stephen Henderson,GK
100.0,100.0,105666,0,0,0,0,0,1,0.0,-0.5,0,Jack,0.0,586,False,,2020-10-23T13:30:19.850079Z,45,105666.jpg,0.0,Butland,0.0,False,,a,6,31,0,1207,91,435,22,0.0,0.0,Butland,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,491,59,478,44,450,41,495,59,,,,,,,7,Jack Butland,GK
100.0,100.0,41823,0,0,-1,1,0,3,1.0,1.5,2,Fabian,1.0,149,False,,2020-09-10T13:00:10.111328Z,49,41823.jpg,1.3,Delph,0.0,False,,a,7,11,4,1647,48,2923,60,0.2,0.8,Delph,154,0,0,0,3,0,0,0,0,0,0,0,28,8.4,2.7,0.0,1.1,350,157,320,162,515,208,377,170,,,,,,,7,Fabian Delph,MID
,,55422,0,0,-2,2,0,3,2.2,2.7,2,Gylfi,2.2,150,False,,,68,55422.jpg,1.7,Sigurdsson,0.9,False,,a,7,11,12,11507,339,55523,526,0.3,1.8,Sigurdsson,316,0,1,0,6,0,0,0,0,0,0,0,55,47.2,51.9,25.0,12.4,219,89,116,73,197,102,193,92,3.0,,3.0,,1.0,,7,Gylfi Sigurdsson,MID
,,57513,0,0,-1,1,0,1,0.0,0.5,0,Jonas,0.0,151,False,,,44,57513.jpg,0.0,Lössl,0.1,False,,a,7,11,0,1813,34,5620,78,0.0,0.0,Lössl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,449,47,431,27,399,24,454,47,,,,,,,7,Jonas Lössl,GK
0.0,0.0,59949,-1,1,-1,1,0,2,0.0,0.0,0,Seamus,0.5,152,False,Hamstring injury - Expected back 21 Nov,2020-10-17T15:00:18.270104Z,49,59949.jpg,3.0,Coleman,1.0,False,,i,7,11,15,176125,25,185186,4539,0.1,3.1,Coleman,357,0,1,1,5,0,0,0,0,0,0,1,81,92.8,30.3,24.0,14.8,117,41,174,44,199,58,160,49,,,,,,,7,Seamus Coleman,DEF
100.0,0.0,66838,0,0,0,0,0,4,0.2,0.0,1,Cenk,0.2,153,False,,2020-08-15T10:00:11.707165Z,60,66838.jpg,1.0,Tosun,0.0,False,,a,7,11,1,415,21,603,15,0.0,0.2,Tosun,21,0,0,0,1,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,588,70,587,72,588,73,591,73,,,,,,,7,Cenk Tosun,FWD
,,100649,0,0,-2,2,0,3,0.2,0.7,1,Bernard,0.2,154,False,,,58,100649.jpg,0.5,Anício Caldeira Duarte,0.1,False,,a,7,11,1,3406,72,10381,99,0.0,0.2,Bernard,75,0,0,0,1,0,0,0,1,0,0,0,9,14.0,27.0,4.0,4.5,324,139,188,113,309,153,321,148,4.0,,4.0,,,,7,Bernard Anício Caldeira Duarte,MID
100.0,0.0,101188,-1,1,1,-1,1,2,1.5,0.0,0,Lucas,1.5,155,False,,2020-10-25T16:00:14.588168Z,61,101188.jpg,4.2,Digne,12.1,False,,a,7,11,25,1037787,3439,895902,33732,0.2,4.1,Digne,521,0,3,1,9,0,0,0,0,1,0,7,126,146.4,166.0,30.0,34.3,36,9,15,4,182,49,45,6,2.0,,2.0,,,,7,Lucas Digne,DEF
,,106611,0,0,1,-1,1,2,2.8,3.3,1,Michael,2.8,156,False,,,51,106611.jpg,3.7,Keane,6.2,False,,a,7,11,26,415153,4298,145180,5140,0.5,5.1,Keane,630,2,0,1,11,0,0,0,0,0,0,1,141,179.2,22.5,76.0,27.8,19,3,212,59,76,10,65,10,,,,,,,7,Michael Keane,DEF
,,111234,0,0,0,0,0,1,1.5,2.0,0,Jordan,1.5,157,False,,,50,111234.jpg,2.8,Pickford,7.9,False,,a,7,11,17,406737,888,360638,14040,0.3,3.4,Pickford,540,0,0,1,9,0,0,0,0,0,18,1,102,136.0,10.0,0.0,14.7,46,9,287,3,544,58,161,7,,,,,,,7,Jordan Pickford,GK
