element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,player_id,name,position,team,gw
489,15,13,1,False,2020-09-19T16:30:00Z,1.0,3.0,2,15,0,0,0,1,0,0,0,0,0,0,0,4,9.4,0.8,2.0,1.2,60,-781,38313,5582,6363,489,Eberechi Eze,MID,6,2
489,21,7,2,True,2020-09-26T14:00:00Z,1.0,2.0,3,74,0,0,0,2,0,0,0,0,0,0,0,12,8.2,14.5,29.0,5.2,60,-7613,32133,2956,10569,489,Eberechi Eze,MID,6,3
489,31,5,2,False,2020-10-03T11:30:00Z,4.0,0.0,4,90,0,0,0,4,0,0,0,0,0,0,0,4,0.0,3.9,0.0,0.4,59,-2055,31637,3313,5368,489,Eberechi Eze,MID,6,4
489,40,3,0,True,2020-10-18T13:00:00Z,1.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-2589,30130,3099,5688,489,Eberechi Eze,MID,6,5
489,53,8,1,False,2020-10-24T14:00:00Z,1.0,2.0,6,14,0,0,0,1,0,0,0,0,0,0,0,2,5.4,11.3,44.0,6.1,59,-3501,26920,827,4328,489,Eberechi Eze,MID,6,6
489,68,20,1,False,2020-10-30T20:00:00Z,2.0,0.0,7,25,0,0,0,0,0,0,0,0,0,0,0,2,3.2,1.6,2.0,0.7,58,-2654,24633,607,3261,489,Eberechi Eze,MID,6,7
522,1,16,0,True,2020-09-12T14:00:00Z,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,522,Sam Woods,DEF,6,1
522,15,13,0,False,2020-09-19T16:30:00Z,1.0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,5457,18137,8122,2665,522,Sam Woods,DEF,6,2
522,21,7,0,True,2020-09-26T14:00:00Z,1.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,449,20234,4682,4233,522,Sam Woods,DEF,6,3
522,31,5,0,False,2020-10-03T11:30:00Z,4.0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,2835,25733,5513,2678,522,Sam Woods,DEF,6,4
522,40,3,0,True,2020-10-18T13:00:00Z,1.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,9193,39906,12650,3457,522,Sam Woods,DEF,6,5
522,53,8,0,False,2020-10-24T14:00:00Z,1.0,2.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,9346,52004,12877,3531,522,Sam Woods,DEF,6,6
522,68,20,0,False,2020-10-30T20:00:00Z,2.0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,1798,53545,5177,3379,522,Sam Woods,DEF,6,7
534,15,13,0,False,2020-09-19T16:30:00Z,1.0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,534,Ryan Inniss,DEF,6,2
534,21,7,0,True,2020-09-26T14:00:00Z,1.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,1962,4732,2569,607,534,Ryan Inniss,DEF,6,3
534,31,5,0,False,2020-10-03T11:30:00Z,4.0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,507,6425,1277,770,534,Ryan Inniss,DEF,6,4
534,40,3,0,True,2020-10-18T13:00:00Z,1.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-731,6268,483,1214,534,Ryan Inniss,DEF,6,5
534,53,8,0,False,2020-10-24T14:00:00Z,1.0,2.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-981,5315,101,1082,534,Ryan Inniss,DEF,6,6
534,68,20,0,False,2020-10-30T20:00:00Z,2.0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-466,4915,109,575,534,Ryan Inniss,DEF,6,7
577,40,3,0,True,2020-10-18T13:00:00Z,1.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,1006,1176,1303,297,577,Nathaniel Clyne,DEF,6,5
577,53,8,6,False,2020-10-24T14:00:00Z,1.0,2.0,6,71,0,0,1,0,0,0,0,0,0,0,0,20,4.2,0.4,0.0,0.5,45,617,2042,1005,388,577,Nathaniel Clyne,DEF,6,6
577,68,20,1,False,2020-10-30T20:00:00Z,2.0,0.0,7,90,0,0,0,2,0,0,0,0,0,0,0,17,14.2,16.8,18.0,4.9,45,4902,7783,5595,693,577,Nathaniel Clyne,DEF,6,7
578,40,3,0,True,2020-10-18T13:00:00Z,1.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,578,Stephen Henderson,GK,6,5
578,53,8,0,False,2020-10-24T14:00:00Z,1.0,2.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,7829,10197,8467,638,578,Stephen Henderson,GK,6,6
578,68,20,0,False,2020-10-30T20:00:00Z,2.0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,4325,15285,5197,872,578,Stephen Henderson,GK,6,7
586,53,8,0,False,2020-10-24T14:00:00Z,1.0,2.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,661,907,840,179,586,Jack Butland,GK,6,6
586,68,20,0,False,2020-10-30T20:00:00Z,2.0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,42,977,276,234,586,Jack Butland,GK,6,7
149,4,17,0,False,2020-09-13T15:30:00Z,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,3638,0,0,149,Fabian Delph,MID,7,1
149,12,18,0,True,2020-09-19T11:30:00Z,5.0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-820,2957,70,890,149,Fabian Delph,MID,7,2
149,21,6,0,False,2020-09-26T14:00:00Z,1.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-406,2767,187,593,149,Fabian Delph,MID,7,3
149,32,3,1,True,2020-10-03T14:00:00Z,4.0,2.0,4,32,0,0,0,1,0,0,0,0,0,0,0,6,4.0,0.8,0.0,0.5,49,114,3232,481,367,149,Fabian Delph,MID,7,4
149,41,11,0,True,2020-10-17T11:30:00Z,2.0,2.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,30,3565,456,426,149,Fabian Delph,MID,7,5
149,56,16,1,False,2020-10-25T14:00:00Z,2.0,0.0,6,32,0,0,0,0,0,0,0,0,0,0,0,9,4.4,1.9,0.0,0.6,49,-154,3545,200,354,149,Fabian Delph,MID,7,6
149,65,14,0,False,2020-11-01T14:00:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-28,3665,205,233,149,Fabian Delph,MID,7,7
150,4,17,1,False,2020-09-13T15:30:00Z,0.0,1.0,1,22,0,0,0,0,0,0,0,0,0,0,0,3,2.4,0.3,0.0,0.3,70,0,99837,0,0,150,Gylfi Sigurdsson,MID,7,1
150,12,18,1,True,2020-09-19T11:30:00Z,5.0,2.0,2,25,0,0,0,0,0,0,0,0,0,0,0,13,9.2,21.4,0.0,3.1,70,-13639,93723,2782,16421,150,Gylfi Sigurdsson,MID,7,2
150,21,6,1,False,2020-09-26T14:00:00Z,1.0,2.0,3,14,0,0,0,0,0,0,0,0,0,0,0,4,1.4,0.4,0.0,0.2,69,-16003,79556,1036,17039,150,Gylfi Sigurdsson,MID,7,3
150,32,3,5,True,2020-10-03T14:00:00Z,4.0,2.0,4,90,0,1,0,2,0,0,0,0,0,0,0,26,34.2,27.0,22.0,8.3,69,-6765,74195,1479,8244,150,Gylfi Sigurdsson,MID,7,4
150,41,11,1,True,2020-10-17T11:30:00Z,2.0,2.0,5,18,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.1,0.0,0.0,69,-3118,72496,2391,5509,150,Gylfi Sigurdsson,MID,7,5
150,56,16,1,False,2020-10-25T14:00:00Z,2.0,0.0,6,57,0,0,0,2,0,0,0,0,0,0,0,1,0.0,2.7,3.0,0.5,69,-2557,70570,1785,4342,150,Gylfi Sigurdsson,MID,7,6
150,65,14,0,False,2020-11-01T14:00:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,-1747,69410,1695,3442,150,Gylfi Sigurdsson,MID,7,7
151,4,17,0,False,2020-09-13T15:30:00Z,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,9107,0,0,151,Jonas Lössl,GK,7,1
151,12,18,0,True,2020-09-19T11:30:00Z,5.0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-765,10818,484,1249,151,Jonas Lössl,GK,7,2
151,21,6,0,False,2020-09-26T14:00:00Z,1.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1064,10730,310,1374,151,Jonas Lössl,GK,7,3
151,32,3,0,True,2020-10-03T14:00:00Z,4.0,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-703,10482,231,934,151,Jonas Lössl,GK,7,4
151,41,11,0,True,2020-10-17T11:30:00Z,2.0,2.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-519,10441,400,919,151,Jonas Lössl,GK,7,5
151,56,16,0,False,2020-10-25T14:00:00Z,2.0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-439,10175,224,663,151,Jonas Lössl,GK,7,6
151,65,14,0,False,2020-11-01T14:00:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-273,10027,130,403,151,Jonas Lössl,GK,7,7
152,4,17,6,False,2020-09-13T15:30:00Z,0.0,1.0,1,90,0,0,1,0,0,0,0,0,0,0,0,28,24.0,12.1,7.0,4.3,50,0,41401,0,0,152,Seamus Coleman,DEF,7,1
152,12,18,1,True,2020-09-19T11:30:00Z,5.0,2.0,2,90,0,0,0,2,0,0,0,0,0,0,0,14,12.0,4.6,6.0,2.3,50,49538,117980,67845,18307,152,Seamus Coleman,DEF,7,2
152,21,6,6,False,2020-09-26T14:00:00Z,1.0,2.0,3,90,0,1,0,1,0,0,0,0,0,0,1,22,36.2,11.3,2.0,5.0,50,9004,131420,32804,23800,152,Seamus Coleman,DEF,7,3
152,32,3,1,True,2020-10-03T14:00:00Z,4.0,2.0,4,57,0,0,0,1,0,0,0,0,0,0,0,14,15.4,2.0,9.0,2.6,50,48071,193284,63937,15866,152,Seamus Coleman,DEF,7,4
152,41,11,1,True,2020-10-17T11:30:00Z,2.0,2.0,5,30,0,0,0,1,0,0,0,0,0,0,0,3,5.2,0.3,0.0,0.6,50,-30694,157184,10310,41004,152,Seamus Coleman,DEF,7,5
152,56,16,0,False,2020-10-25T14:00:00Z,2.0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-43621,115234,1108,44729,152,Seamus Coleman,DEF,7,6
152,65,14,0,False,2020-11-01T14:00:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-36845,80387,96,36941,152,Seamus Coleman,DEF,7,7
153,4,17,0,False,2020-09-13T15:30:00Z,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,444,0,0,153,Cenk Tosun,FWD,7,1
153,12,18,0,True,2020-09-19T11:30:00Z,5.0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-46,524,80,126,153,Cenk Tosun,FWD,7,2
153,21,6,0,False,2020-09-26T14:00:00Z,1.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-65,509,64,129,153,Cenk Tosun,FWD,7,3
153,32,3,0,True,2020-10-03T14:00:00Z,4.0,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-29,523,69,98,153,Cenk Tosun,FWD,7,4
153,41,11,0,True,2020-10-17T11:30:00Z,2.0,2.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-16,551,102,118,153,Cenk Tosun,FWD,7,5
153,56,16,0,False,2020-10-25T14:00:00Z,2.0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-30,544,41,71,153,Cenk Tosun,FWD,7,6
153,65,14,0,False,2020-11-01T14:00:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-8,552,38,46,153,Cenk Tosun,FWD,7,7
154,4,17,0,False,2020-09-13T15:30:00Z,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,10689,0,0,154,Bernard Anício Caldeira Duarte,MID,7,1
154,12,18,0,True,2020-09-19T11:30:00Z,5.0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-1784,11165,913,2697,154,Bernard Anício Caldeira Duarte,MID,7,2
154,21,6,0,False,2020-09-26T14:00:00Z,1.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-2276,9629,666,2942,154,Bernard Anício Caldeira Duarte,MID,7,3
154,32,3,0,True,2020-10-03T14:00:00Z,4.0,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-1061,9184,700,1761,154,Bernard Anício Caldeira Duarte,MID,7,4
154,41,11,0,True,2020-10-17T11:30:00Z,2.0,2.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-1076,8576,464,1540,154,Bernard Anício Caldeira Duarte,MID,7,5
154,56,16,0,False,2020-10-25T14:00:00Z,2.0,0.0,6,45,0,0,0,0,0,0,0,1,0,0,0,3,14.0,27.0,4.0,4.5,58,-455,8416,295,750,154,Bernard Anício Caldeira Duarte,MID,7,6
154,65,14,0,False,2020-11-01T14:00:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-296,8380,296,592,154,Bernard Anício Caldeira Duarte,MID,7,7
155,4,17,12,False,2020-09-13T15:30:00Z,0.0,1.0,1,90,0,1,1,0,0,0,0,0,0,0,3,38,40.8,19.9,0.0,6.1,60,0,397204,0,0,155,Lucas Digne,DEF,7,1
155,12,18,1,True,2020-09-19T11:30:00Z,5.0,2.0,2,90,0,0,0,2,0,0,0,0,0,0,0,19,21.8,75.5,12.0,10.9,61,275313,878954,323021,47708,155,Lucas Digne,DEF,7,2
155,21,6,6,False,2020-09-26T14:00:00Z,1.0,2.0,3,90,0,1,0,1,0,0,0,0,0,0,1,22,26.8,17.3,12.0,5.6,61,43922,965634,160549,116627,155,Lucas Digne,DEF,7,3
155,32,3,1,True,2020-10-03T14:00:00Z,4.0,2.0,4,90,0,0,0,2,0,0,0,0,0,0,0,16,14.8,20.7,4.0,4.0,61,95825,1119737,150459,54634,155,Lucas Digne,DEF,7,4
155,41,11,7,True,2020-10-17T11:30:00Z,2.0,2.0,5,90,0,1,0,2,0,0,0,0,0,0,3,34,42.2,29.5,0.0,7.2,61,-45422,1082084,98120,143542,155,Lucas Digne,DEF,7,5
155,56,16,-2,False,2020-10-25T14:00:00Z,2.0,0.0,6,71,0,0,0,2,0,0,0,0,1,0,0,-3,0.0,3.1,2.0,0.5,62,236689,1358086,275939,39250,155,Lucas Digne,DEF,7,6
155,65,14,0,False,2020-11-01T14:00:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,62,-434149,902771,26260,460409,155,Lucas Digne,DEF,7,7
156,4,17,6,False,2020-09-13T15:30:00Z,0.0,1.0,1,90,0,0,1,0,0,0,0,0,0,0,0,29,25.8,0.1,0.0,2.6,50,0,101537,0,0,156,Michael Keane,DEF,7,1
156,12,18,7,True,2020-09-19T11:30:00Z,5.0,2.0,2,90,1,0,0,2,0,0,0,0,0,0,0,28,49.6,11.0,41.0,10.2,50,20084,145252,33108,13024,156,Michael Keane,DEF,7,2
156,21,6,2,False,2020-09-26T14:00:00Z,1.0,2.0,3,90,0,0,0,1,0,0,0,0,0,0,0,15,15.4,0.4,2.0,1.8,50,105206,284812,138666,33460,156,Michael Keane,DEF,7,3
156,32,3,1,True,2020-10-03T14:00:00Z,4.0,2.0,4,90,0,0,0,2,0,0,0,0,0,0,0,11,8.6,0.4,0.0,0.9,50,23250,312616,47762,24512,156,Michael Keane,DEF,7,4
156,41,11,8,True,2020-10-17T11:30:00Z,2.0,2.0,5,90,1,0,0,2,0,0,0,0,0,0,1,28,58.0,10.2,33.0,10.1,50,-15862,299234,21908,37770,156,Michael Keane,DEF,7,5
156,56,16,1,False,2020-10-25T14:00:00Z,2.0,0.0,6,90,0,0,0,2,0,0,0,0,0,0,0,17,21.8,0.4,0.0,2.2,51,117006,436920,132389,15383,156,Michael Keane,DEF,7,6
156,65,14,0,False,2020-11-01T14:00:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51,21131,457550,37022,15891,156,Michael Keane,DEF,7,7
157,4,17,8,False,2020-09-13T15:30:00Z,0.0,1.0,1,90,0,0,1,0,0,0,0,0,0,5,1,32,38.6,0.0,0.0,3.9,50,0,270083,0,0,157,Jordan Pickford,GK,7,1
157,12,18,1,True,2020-09-19T11:30:00Z,5.0,2.0,2,90,0,0,0,2,0,0,0,0,0,2,0,15,13.8,0.0,0.0,1.4,50,168928,617049,207230,38302,157,Jordan Pickford,GK,7,2
157,21,6,2,False,2020-09-26T14:00:00Z,1.0,2.0,3,90,0,0,0,1,0,0,0,0,0,0,0,8,3.8,0.0,0.0,0.4,50,1562,642875,88498,86936,157,Jordan Pickford,GK,7,3
157,32,3,1,True,2020-10-03T14:00:00Z,4.0,2.0,4,90,0,0,0,2,0,0,0,0,0,1,0,10,8.6,10.0,0.0,1.9,50,-7755,659948,43162,50917,157,Jordan Pickford,GK,7,4
157,41,11,3,True,2020-10-17T11:30:00Z,2.0,2.0,5,90,0,0,0,2,0,0,0,0,0,6,0,21,42.8,0.0,0.0,4.3,50,-57681,616643,33008,90689,157,Jordan Pickford,GK,7,5
157,56,16,2,False,2020-10-25T14:00:00Z,2.0,0.0,6,90,0,0,0,2,0,0,0,0,0,4,0,16,28.4,0.0,0.0,2.8,50,-18760,614883,25171,43931,157,Jordan Pickford,GK,7,6
157,65,14,0,False,2020-11-01T14:00:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-27043,595560,8780,35823,157,Jordan Pickford,GK,7,7
158,4,17,3,False,2020-09-13T15:30:00Z,0.0,1.0,1,67,0,0,1,0,0,0,0,0,0,0,0,11,3.8,3.3,20.0,2.7,55,0,21001,0,0,158,André Filipe Tavares Gomes,MID,7,1
158,12,18,2,True,2020-09-19T11:30:00Z,5.0,2.0,2,90,0,0,0,2,0,0,0,0,0,0,0,11,11.2,17.2,2.0,3.0,55,3676,32961,7797,4121,158,André Filipe Tavares Gomes,MID,7,2
158,21,6,2,False,2020-09-26T14:00:00Z,1.0,2.0,3,75,0,0,0,1,0,0,0,0,0,0,0,11,7.4,2.1,0.0,1.0,55,-2627,32333,3986,6613,158,André Filipe Tavares Gomes,MID,7,3
158,32,3,0,True,2020-10-03T14:00:00Z,4.0,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-4013,29624,3719,7732,158,André Filipe Tavares Gomes,MID,7,4
158,41,11,1,True,2020-10-17T11:30:00Z,2.0,2.0,5,71,0,0,0,2,0,0,0,1,0,0,0,-2,4.2,12.2,0.0,1.6,55,-6314,23833,756,7070,158,André Filipe Tavares Gomes,MID,7,5
158,56,16,0,False,2020-10-25T14:00:00Z,2.0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-603,24227,1654,2257,158,André Filipe Tavares Gomes,MID,7,6
158,65,14,0,False,2020-11-01T14:00:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-1111,23587,1029,2140,158,André Filipe Tavares Gomes,MID,7,7
159,4,17,0,False,2020-09-13T15:30:00Z,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,10789,0,0,159,Alex Iwobi,MID,7,1
159,12,18,1,True,2020-09-19T11:30:00Z,5.0,2.0,2,19,0,0,0,0,0,0,0,0,0,0,0,2,0.0,6.0,4.0,0.9,60,-2245,11246,641,2886,159,Alex Iwobi,MID,7,2
159,21,6,1,False,2020-09-26T14:00:00Z,1.0,2.0,3,4,0,0,0,0,0,0,0,0,0,0,0,2,2.0,0.3,0.0,0.2,59,-1782,10421,500,2282,159,Alex Iwobi,MID,7,3
159,32,3,5,True,2020-10-03T14:00:00Z,4.0,2.0,4,65,0,1,0,2,0,0,0,0,0,0,0,15,27.2,13.6,4.0,4.5,59,-750,10403,608,1358,159,Alex Iwobi,MID,7,4
159,41,11,1,True,2020-10-17T11:30:00Z,2.0,2.0,5,12,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.6,0.0,0.2,59,31,11514,1328,1297,159,Alex Iwobi,MID,7,5
159,56,16,1,False,2020-10-25T14:00:00Z,2.0,0.0,6,45,0,0,0,2,0,0,0,0,0,0,0,6,4.4,1.2,24.0,3.0,59,344,12424,1532,1188,159,Alex Iwobi,MID,7,6
159,65,14,0,False,2020-11-01T14:00:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-314,12488,899,1213,159,Alex Iwobi,MID,7,7
160,4,17,0,False,2020-09-13T15:30:00Z,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,12770,0,0,160,Jonjoe Kenny,DEF,7,1
160,12,18,0,True,2020-09-19T11:30:00Z,5.0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1925,13715,992,2917,160,Jonjoe Kenny,DEF,7,2
160,21,6,0,False,2020-09-26T14:00:00Z,1.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-2206,12687,1078,3284,160,Jonjoe Kenny,DEF,7,3
160,32,3,0,True,2020-10-03T14:00:00Z,4.0,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-2292,10697,405,2697,160,Jonjoe Kenny,DEF,7,4
160,41,11,0,True,2020-10-17T11:30:00Z,2.0,2.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-2476,8247,49,2525,160,Jonjoe Kenny,DEF,7,5
160,56,16,0,False,2020-10-25T14:00:00Z,2.0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-706,7655,342,1048,160,Jonjoe Kenny,DEF,7,6
160,65,14,0,False,2020-11-01T14:00:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-529,7192,145,674,160,Jonjoe Kenny,DEF,7,7
161,4,17,0,False,2020-09-13T15:30:00Z,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,109,0,0,161,Jean-Philippe Gbamin,MID,7,1
161,12,18,0,True,2020-09-19T11:30:00Z,5.0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1,136,26,27,161,Jean-Philippe Gbamin,MID,7,2
161,21,6,0,False,2020-09-26T14:00:00Z,1.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-13,137,30,43,161,Jean-Philippe Gbamin,MID,7,3
161,32,3,0,True,2020-10-03T14:00:00Z,4.0,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-5,137,18,23,161,Jean-Philippe Gbamin,MID,7,4
161,41,11,0,True,2020-10-17T11:30:00Z,2.0,2.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,2,152,23,21,161,Jean-Philippe Gbamin,MID,7,5
161,56,16,0,False,2020-10-25T14:00:00Z,2.0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,9,165,27,18,161,Jean-Philippe Gbamin,MID,7,6
161,65,14,0,False,2020-11-01T14:00:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-10,158,10,20,161,Jean-Philippe Gbamin,MID,7,7
162,4,17,6,False,2020-09-13T15:30:00Z,0.0,1.0,1,90,0,0,1,0,0,0,0,0,0,0,0,27,23.2,0.4,1.0,2.5,55,0,54492,0,0,162,Yerry Mina,DEF,7,1
162,12,18,1,True,2020-09-19T11:30:00Z,5.0,2.0,2,90,0,0,0,2,0,0,0,0,0,0,0,17,25.2,1.5,2.0,2.9,55,11979,92644,19670,7691,162,Yerry Mina,DEF,7,2
162,21,6,2,False,2020-09-26T14:00:00Z,1.0,2.0,3,90,0,0,0,1,0,0,0,0,0,0,0,15,17.0,0.3,0.0,1.7,55,7,102121,15442,15435,162,Yerry Mina,DEF,7,3
162,32,3,8,True,2020-10-03T14:00:00Z,4.0,2.0,4,90,1,0,0,2,0,0,0,0,0,0,1,31,64.6,0.7,33.0,9.8,55,-2299,106524,8849,11148,162,Yerry Mina,DEF,7,4
162,41,11,1,True,2020-10-17T11:30:00Z,2.0,2.0,5,90,0,0,0,2,0,0,0,0,0,0,0,6,6.0,0.2,4.0,1.0,55,18505,140836,34403,15898,162,Yerry Mina,DEF,7,5
162,56,16,1,False,2020-10-25T14:00:00Z,2.0,0.0,6,90,0,0,0,2,0,0,0,0,0,0,0,14,17.6,0.4,19.0,3.7,55,14554,160610,25439,10885,162,Yerry Mina,DEF,7,6
162,65,14,0,False,2020-11-01T14:00:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,7794,172821,16798,9004,162,Yerry Mina,DEF,7,7
163,4,17,1,False,2020-09-13T15:30:00Z,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2.0,0.0,0.0,0.2,55,0,8045,0,0,163,Tom Davies,MID,7,1
163,12,18,0,True,2020-09-19T11:30:00Z,5.0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-928,9223,566,1494,163,Tom Davies,MID,7,2
